県名,日付,検査数,累積陽性者数,累積経路不明数,週間陽性率,日別経路不明数,日別陽性者数,週間陽性率（経路不明のみ）,日別検査数,陽性(発症日),陽性(経路不明)(発症日),陽性(渡航歴)(発症日)
長野県,2020/3/10,231,3,1,0.00952381,0,0,0,19,0,0,0
岐阜県,2020/3/10,168,2,1,0,0,0,0,5,0,0,0
静岡県,2020/3/10,364,2,2,0.005882353,1,1,0.005882353,24,0,0,0
愛知県,2020/3/10,1009,99,10,0.118852459,1,13,0.008196721,113,3,0,0
三重県,2020/3/10,155,2,1,0.013513514,1,1,0.013513514,15,1,0,0
滋賀県,2020/3/10,85,1,1,0.023255814,0,0,0.023255814,9,0,0,0
京都府,2020/3/10,440,13,2,0.033670034,0,1,0.003367003,109,1,1,0
大阪府,2020/3/10,736,73,15,0.153664303,8,18,0.033096927,112,3,3,0
兵庫県,2020/3/10,443,25,7,0.083969466,3,9,0.019083969,117,5,0,0
奈良県,2020/3/10,102,7,0,0.117647059,0,1,0,16,0,0,0
和歌山県,2020/3/10,997,14,2,0.005128205,0,0,0,28,0,0,0
鳥取県,2020/3/10,78,0,0,0,0,0,0,2,0,0,0
島根県,2020/3/10,71,0,0,0,0,0,0,3,0,0,0
岡山県,2020/3/10,108,0,0,0,0,0,0,9,0,0,0
広島県,2020/3/10,327,1,1,0.004545455,0,0,0.004545455,50,0,0,0
山口県,2020/3/10,104,3,1,0.056603774,0,0,0.018867925,8,0,0,0
徳島県,2020/3/10,64,1,0,0,0,0,0,5,0,0,0
香川県,2020/3/10,85,0,0,0,0,0,0,6,0,0,0
愛媛県,2020/3/10,149,2,1,0.015384615,0,0,0.015384615,16,0,0,0
高知県,2020/3/10,174,12,4,0.06,0,0,0.02,19,0,0,0
福岡県,2020/3/10,499,3,2,0,0,0,0,44,0,0,0
佐賀県,2020/3/10,47,0,0,0,0,0,0,2,0,0,0
長崎県,2020/3/10,129,0,0,0,0,0,0,21,0,0,0
熊本県,2020/3/10,332,6,2,0.008,0,0,0,23,0,0,0
大分県,2020/3/10,137,1,1,0,0,0,0,6,0,0,0
宮崎県,2020/3/10,111,1,0,0.022222222,0,0,0,11,0,0,0
鹿児島県,2020/3/10,122,0,0,0,0,0,0,20,0,0,0
沖縄県,2020/3/10,190,3,1,0,0,0,0,17,0,0,0
北海道,2020/3/11,1174,118,76,0.07826087,3,7,0.032608696,80,6,4,0
青森県,2020/3/11,63,0,0,0,0,0,0,2,0,0,0
岩手県,2020/3/11,22,0,0,0,0,0,0,0,0,0,0
宮城県,2020/3/11,102,1,0,0,0,0,0,7,0,0,0
秋田県,2020/3/11,92,2,1,0.074074074,0,0,0.037037037,4,0,0,0
山形県,2020/3/11,103,0,0,0,0,0,0,7,0,0,0
福島県,2020/3/11,100,1,0,0.025641026,0,0,0,7,0,0,0
茨城県,2020/3/11,342,0,0,0,0,0,0,24,1,1,0
栃木県,2020/3/11,191,2,0,0.012195122,0,0,0,11,0,0,0
群馬県,2020/3/11,91,1,1,0.027777778,0,0,0.027777778,5,1,0,0
埼玉県,2020/3/11,440,16,3,0.052401747,0,2,0.013100437,32,1,0,0
千葉県,2020/3/11,825,28,11,0.042402827,2,2,0.017667845,52,2,1,0
東京都,2020/3/11,1381,73,32,0.058704453,4,6,0.036437247,60,10,8,0
神奈川県,2020/3/11,1235,47,21,0.03440367,0,1,0.018348624,61,2,1,1
新潟県,2020/3/11,340,11,2,0.042857143,0,0,0.007142857,39,0,0,0
富山県,2020/3/11,44,0,0,0,0,0,0,0,0,0,0
石川県,2020/3/11,144,7,2,0.020833333,0,0,0.020833333,10,0,0,0
福井県,2020/3/11,71,0,0,0,0,0,0,1,0,0,0
山梨県,2020/3/11,251,2,2,0.015384615,0,0,0.015384615,15,0,0,0
長野県,2020/3/11,245,3,1,0.009345794,0,0,0,14,1,0,1
岐阜県,2020/3/11,173,2,1,0,0,0,0,5,0,0,0
静岡県,2020/3/11,388,2,2,0.005882353,0,0,0.005882353,24,0,0,0
愛知県,2020/3/11,1056,104,10,0.12195122,0,5,0.00886918,47,5,1,0
三重県,2020/3/11,181,7,1,0.064516129,0,5,0.010752688,26,0,0,0
滋賀県,2020/3/11,89,1,1,0,0,0,0,4,0,0,0
京都府,2020/3/11,544,15,3,0.026246719,1,2,0.002624672,104,1,0,0
大阪府,2020/3/11,814,80,17,0.137254902,2,7,0.02832244,78,5,2,1
兵庫県,2020/3/11,539,37,7,0.102409639,0,12,0.015060241,96,10,5,0
奈良県,2020/3/11,113,8,0,0.122807018,0,1,0,11,0,0,0
和歌山県,2020/3/11,1002,14,2,0.005586592,0,0,0,5,1,0,0
鳥取県,2020/3/11,81,0,0,0,0,0,0,3,0,0,0
島根県,2020/3/11,73,0,0,0,0,0,0,2,0,0,0
岡山県,2020/3/11,141,0,0,0,0,0,0,33,0,0,0
広島県,2020/3/11,366,1,1,0.004273504,0,0,0.004273504,39,0,0,0
山口県,2020/3/11,113,3,1,0.040816327,0,0,0,9,0,0,0
徳島県,2020/3/11,69,1,0,0,0,0,0,5,0,0,0
香川県,2020/3/11,90,0,0,0,0,0,0,5,0,0,0
愛媛県,2020/3/11,153,2,1,0,0,0,0,4,0,0,0
高知県,2020/3/11,200,12,4,0.033557047,0,0,0.020134228,26,0,0,0
福岡県,2020/3/11,516,3,2,0,0,0,0,17,0,0,0
佐賀県,2020/3/11,50,0,0,0,0,0,0,3,0,0,0
長崎県,2020/3/11,141,0,0,0,0,0,0,12,0,0,0
熊本県,2020/3/11,353,6,2,0.007751938,0,0,0,21,0,0,0
大分県,2020/3/11,142,1,1,0,0,0,0,5,0,0,0
宮崎県,2020/3/11,118,1,0,0,0,0,0,7,0,0,0
鹿児島県,2020/3/11,130,0,0,0,0,0,0,8,0,0,0
沖縄県,2020/3/11,196,3,1,0,0,0,0,6,0,0,0
北海道,2020/3/12,1250,128,80,0.098039216,4,10,0.039215686,76,3,2,0
青森県,2020/3/12,68,0,0,0,0,0,0,5,0,0,0
岩手県,2020/3/12,23,0,0,0,0,0,0,1,0,0,0
宮城県,2020/3/12,110,1,0,0,0,0,0,8,0,0,0
秋田県,2020/3/12,94,2,1,0.08,0,0,0.04,2,0,0,0
山形県,2020/3/12,108,0,0,0,0,0,0,5,0,0,0
福島県,2020/3/12,107,1,0,0.024390244,0,0,0,7,0,0,0
茨城県,2020/3/12,363,0,0,0,0,0,0,21,0,0,0
栃木県,2020/3/12,201,2,0,0,0,0,0,10,0,0,0
群馬県,2020/3/12,96,3,2,0.083333333,1,2,0.055555556,5,2,1,0
埼玉県,2020/3/12,483,23,5,0.069958848,2,7,0.012345679,43,1,0,0
千葉県,2020/3/12,874,30,11,0.044368601,0,2,0.013651877,49,1,0,1
東京都,2020/3/12,1440,75,32,0.04978355,0,2,0.03030303,59,11,6,2
神奈川県,2020/3/12,1264,50,23,0.034825871,2,3,0.019900498,29,2,2,0
新潟県,2020/3/12,379,14,2,0.05,0,3,0.00625,39,2,0,0
富山県,2020/3/12,48,0,0,0,0,0,0,4,0,0,0
石川県,2020/3/12,146,7,2,0.020833333,0,0,0.020833333,2,0,0,0
福井県,2020/3/12,73,0,0,0,0,0,0,2,1,1,0
山梨県,2020/3/12,267,2,2,0.015267176,0,0,0.015267176,16,0,0,0
長野県,2020/3/12,252,3,1,0.009803922,0,0,0,7,0,0,0
岐阜県,2020/3/12,195,2,1,0,0,0,0,22,0,0,0
静岡県,2020/3/12,412,3,2,0.011764706,0,1,0.005882353,24,0,0,0
愛知県,2020/3/12,1103,111,12,0.121621622,2,7,0.011261261,47,3,0,0
三重県,2020/3/12,198,7,1,0.060606061,0,0,0.01010101,17,2,1,0
滋賀県,2020/3/12,96,1,1,0,0,0,0,7,1,0,0
京都府,2020/3/12,628,17,4,0.025522042,1,2,0.004640371,84,0,0,0
大阪府,2020/3/12,888,89,19,0.14884696,2,9,0.031446541,74,2,0,1
兵庫県,2020/3/12,639,46,9,0.101449275,2,9,0.016908213,100,3,0,0
奈良県,2020/3/12,131,8,0,0.1,0,0,0,18,0,0,0
和歌山県,2020/3/12,1014,14,2,0,0,0,0,12,1,1,0
鳥取県,2020/3/12,87,0,0,0,0,0,0,6,0,0,0
島根県,2020/3/12,76,0,0,0,0,0,0,3,0,0,0
岡山県,2020/3/12,144,0,0,0,0,0,0,3,0,0,0
広島県,2020/3/12,396,1,1,0.004291845,0,0,0.004291845,30,0,0,0
山口県,2020/3/12,122,3,1,0.022222222,0,0,0,9,1,0,1
徳島県,2020/3/12,74,1,0,0,0,0,0,5,0,0,0
香川県,2020/3/12,93,0,0,0,0,0,0,3,0,0,0
愛媛県,2020/3/12,161,2,1,0,0,0,0,8,0,0,0
高知県,2020/3/12,221,12,4,0.033557047,0,0,0.020134228,21,0,0,0
福岡県,2020/3/12,530,3,2,0,0,0,0,14,1,1,0
佐賀県,2020/3/12,50,0,0,0,0,0,0,0,0,0,0
長崎県,2020/3/12,151,0,0,0,0,0,0,10,0,0,0
熊本県,2020/3/12,366,6,2,0,0,0,0,13,0,0,0
大分県,2020/3/12,148,1,1,0,0,0,0,6,0,0,0
宮崎県,2020/3/12,121,1,0,0,0,0,0,3,0,0,0
鹿児島県,2020/3/12,139,0,0,0,0,0,0,9,0,0,0
沖縄県,2020/3/12,198,3,1,0,0,0,0,2,0,0,0
北海道,2020/3/13,1323,137,84,0.109048724,4,9,0.039443155,73,0,0,0
青森県,2020/3/13,69,0,0,0,0,0,0,1,0,0,0
岩手県,2020/3/13,23,0,0,0,0,0,0,0,0,0,0
宮城県,2020/3/13,116,1,0,0,0,0,0,6,0,0,0
秋田県,2020/3/13,97,2,1,0,0,0,0,3,0,0,0
山形県,2020/3/13,109,0,0,0,0,0,0,1,0,0,0
福島県,2020/3/13,112,1,0,0.029411765,0,0,0,5,0,0,0
茨城県,2020/3/13,389,0,0,0,0,0,0,26,0,0,0
栃木県,2020/3/13,208,2,0,0,0,0,0,7,0,0,0
群馬県,2020/3/13,100,3,2,0.096774194,0,0,0.064516129,4,1,0,0
埼玉県,2020/3/13,522,25,6,0.063241107,1,2,0.015810277,39,4,0,4
千葉県,2020/3/13,920,30,11,0.03030303,0,0,0.01010101,46,4,2,2
東京都,2020/3/13,1524,77,33,0.041666667,1,2,0.026315789,84,17,9,2
神奈川県,2020/3/13,1293,51,23,0.027173913,0,1,0.010869565,29,4,3,0
新潟県,2020/3/13,408,14,2,0.04494382,0,0,0.005617978,29,1,1,0
富山県,2020/3/13,48,0,0,0,0,0,0,0,0,0,0
石川県,2020/3/13,149,7,2,0.023255814,0,0,0.023255814,3,0,0,0
福井県,2020/3/13,76,0,0,0,0,0,0,3,0,0,0
山梨県,2020/3/13,283,2,2,0.007575758,0,0,0.007575758,16,0,0,0
長野県,2020/3/13,262,3,1,0,0,0,0,10,0,0,0
岐阜県,2020/3/13,199,2,1,0,0,0,0,4,2,0,1
静岡県,2020/3/13,437,3,2,0.011764706,0,0,0.005882353,25,0,0,0
愛知県,2020/3/13,1192,114,12,0.113537118,0,3,0.010917031,89,8,1,0
三重県,2020/3/13,233,7,1,0.051724138,0,0,0.00862069,35,0,0,0
滋賀県,2020/3/13,99,1,1,0,0,0,0,3,0,0,0
京都府,2020/3/13,666,17,4,0.02293578,0,0,0.004587156,38,1,1,0
大阪府,2020/3/13,956,92,21,0.129237288,2,3,0.036016949,68,4,0,1
兵庫県,2020/3/13,744,56,13,0.097165992,4,10,0.022267206,105,3,1,1
奈良県,2020/3/13,135,8,0,0.058823529,0,0,0,4,0,0,0
和歌山県,2020/3/13,1029,14,2,0,0,0,0,15,1,0,0
鳥取県,2020/3/13,93,0,0,0,0,0,0,6,0,0,0
島根県,2020/3/13,78,0,0,0,0,0,0,2,0,0,0
岡山県,2020/3/13,153,0,0,0,0,0,0,9,0,0,0
広島県,2020/3/13,423,1,1,0.004219409,0,0,0.004219409,27,0,0,0
山口県,2020/3/13,127,3,1,0,0,0,0,5,0,0,0
徳島県,2020/3/13,77,1,0,0,0,0,0,3,0,0,0
香川県,2020/3/13,98,0,0,0,0,0,0,5,1,1,0
愛媛県,2020/3/13,163,2,1,0,0,0,0,2,0,0,0
高知県,2020/3/13,229,12,4,0.02027027,0,0,0.006756757,8,0,0,0
福岡県,2020/3/13,547,3,2,0,0,0,0,17,2,1,0
佐賀県,2020/3/13,53,1,0,0.066666667,0,1,0,3,0,0,0
長崎県,2020/3/13,161,0,0,0,0,0,0,10,0,0,0
熊本県,2020/3/13,382,6,2,0,0,0,0,16,0,0,0
大分県,2020/3/13,150,1,1,0,0,0,0,2,0,0,0
宮崎県,2020/3/13,136,1,0,0,0,0,0,15,0,0,0
鹿児島県,2020/3/13,144,0,0,0,0,0,0,5,0,0,0
沖縄県,2020/3/13,204,3,1,0,0,0,0,6,0,0,0
北海道,2020/3/14,1410,144,86,0.106481481,2,7,0.037037037,87,4,0,1
青森県,2020/3/14,71,0,0,0,0,0,0,2,0,0,0
岩手県,2020/3/14,24,0,0,0,0,0,0,1,0,0,0
宮城県,2020/3/14,127,1,0,0,0,0,0,11,0,0,0
秋田県,2020/3/14,100,2,1,0,0,0,0,3,0,0,0
山形県,2020/3/14,111,0,0,0,0,0,0,2,0,0,0
福島県,2020/3/14,115,2,0,0.03030303,0,1,0,3,0,0,0
茨城県,2020/3/14,403,0,0,0,0,0,0,14,1,1,0
栃木県,2020/3/14,214,2,0,0,0,0,0,6,1,1,0
群馬県,2020/3/14,105,5,2,0.133333333,0,2,0.033333333,5,0,0,0
埼玉県,2020/3/14,568,32,7,0.089147287,1,7,0.019379845,46,2,0,1
千葉県,2020/3/14,960,32,11,0.033670034,0,2,0.006734007,40,1,1,0
東京都,2020/3/14,1589,87,36,0.052511416,3,10,0.02283105,65,9,6,1
神奈川県,2020/3/14,1322,51,23,0.026946108,0,0,0.008982036,29,2,0,0
新潟県,2020/3/14,443,16,4,0.050251256,2,2,0.015075377,35,2,0,0
富山県,2020/3/14,48,0,0,0,0,0,0,0,0,0,0
石川県,2020/3/14,153,7,2,0.025641026,0,0,0.025641026,4,0,0,0
福井県,2020/3/14,77,0,0,0,0,0,0,1,0,0,0
山梨県,2020/3/14,286,2,2,0,0,0,0,3,0,0,0
長野県,2020/3/14,275,4,1,0.012987013,0,1,0,13,0,0,0
岐阜県,2020/3/14,203,2,1,0,0,0,0,4,1,0,1
静岡県,2020/3/14,461,3,2,0.011764706,0,0,0.005882353,24,0,0,0
愛知県,2020/3/14,1280,121,12,0.108559499,0,7,0.006263048,88,3,3,0
三重県,2020/3/14,250,8,1,0.05982906,0,1,0.008547009,17,0,0,0
滋賀県,2020/3/14,102,2,2,0.026315789,1,1,0.026315789,3,0,0,0
京都府,2020/3/14,703,17,4,0.020501139,0,0,0.004555809,37,1,0,1
大阪府,2020/3/14,1037,102,28,0.124236253,7,10,0.046843177,81,4,3,0
兵庫県,2020/3/14,824,67,13,0.102888087,0,11,0.019855596,80,3,0,0
奈良県,2020/3/14,139,8,0,0.061538462,0,0,0,4,0,0,0
和歌山県,2020/3/14,1042,14,2,0,0,0,0,13,0,0,0
鳥取県,2020/3/14,94,0,0,0,0,0,0,1,0,0,0
島根県,2020/3/14,79,0,0,0,0,0,0,1,0,0,0
岡山県,2020/3/14,157,0,0,0,0,0,0,4,0,0,0
広島県,2020/3/14,449,1,1,0,0,0,0,26,0,0,0
山口県,2020/3/14,131,3,1,0,0,0,0,4,0,0,0
徳島県,2020/3/14,78,1,0,0,0,0,0,1,0,0,0
香川県,2020/3/14,100,0,0,0,0,0,0,2,0,0,0
愛媛県,2020/3/14,164,2,1,0,0,0,0,1,0,0,0
高知県,2020/3/14,244,12,4,0.014705882,0,0,0.007352941,15,0,0,0
福岡県,2020/3/14,567,3,2,0,0,0,0,20,1,1,0
佐賀県,2020/3/14,79,1,0,0.027777778,0,0,0,26,0,0,0
長崎県,2020/3/14,173,1,0,0.014492754,0,1,0,12,0,0,0
熊本県,2020/3/14,389,6,2,0,0,0,0,7,0,0,0
大分県,2020/3/14,151,1,1,0,0,0,0,1,0,0,0
宮崎県,2020/3/14,137,1,0,0,0,0,0,1,0,0,0
鹿児島県,2020/3/14,150,0,0,0,0,0,0,6,0,0,0
沖縄県,2020/3/14,207,3,1,0,0,0,0,3,0,0,0
北海道,2020/3/15,1462,148,89,0.107305936,3,4,0.038812785,52,3,1,1
青森県,2020/3/15,72,0,0,0,0,0,0,1,0,0,0
岩手県,2020/3/15,24,0,0,0,0,0,0,0,0,0,0
宮城県,2020/3/15,129,1,0,0,0,0,0,2,0,0,0
秋田県,2020/3/15,103,2,1,0,0,0,0,3,0,0,0
山形県,2020/3/15,112,0,0,0,0,0,0,1,0,0,0
福島県,2020/3/15,116,2,0,0.03030303,0,0,0,1,0,0,0
茨城県,2020/3/15,408,0,0,0,0,0,0,5,1,0,1
栃木県,2020/3/15,221,2,0,0,0,0,0,7,1,0,1
群馬県,2020/3/15,110,5,2,0.114285714,0,0,0.028571429,5,2,0,1
埼玉県,2020/3/15,584,32,7,0.088709677,0,0,0.016129032,16,4,0,2
千葉県,2020/3/15,973,32,11,0.030716724,0,0,0.006825939,13,0,0,0
東京都,2020/3/15,1653,90,37,0.061904762,1,3,0.026190476,64,21,12,3
神奈川県,2020/3/15,1351,56,24,0.046666667,1,5,0.013333333,29,2,2,0
新潟県,2020/3/15,455,16,4,0.04784689,0,0,0.014354067,12,0,0,0
富山県,2020/3/15,48,0,0,0,0,0,0,0,0,0,0
石川県,2020/3/15,156,7,2,0.029411765,0,0,0.029411765,3,0,0,0
福井県,2020/3/15,79,0,0,0,0,0,0,2,0,0,0
山梨県,2020/3/15,293,2,2,0,0,0,0,7,0,0,0
長野県,2020/3/15,280,4,1,0.012658228,0,0,0,5,0,0,0
岐阜県,2020/3/15,207,2,1,0,0,0,0,4,1,0,0
静岡県,2020/3/15,485,3,2,0.011764706,0,0,0.005882353,24,0,0,0
愛知県,2020/3/15,1369,121,12,0.077798861,0,0,0.0056926,89,1,1,0
三重県,2020/3/15,254,8,1,0.060344828,0,0,0.00862069,4,0,0,0
滋賀県,2020/3/15,105,2,2,0.025641026,0,0,0.025641026,3,0,0,0
京都府,2020/3/15,741,17,4,0.02027027,0,0,0.004504505,38,0,0,0
大阪府,2020/3/15,1077,106,29,0.108974359,1,4,0.047008547,40,3,1,0
兵庫県,2020/3/15,887,78,16,0.108552632,3,11,0.021381579,63,0,0,0
奈良県,2020/3/15,143,8,0,0.063492063,0,0,0,4,0,0,0
和歌山県,2020/3/15,1054,15,2,0.010526316,0,1,0,12,0,0,0
鳥取県,2020/3/15,95,0,0,0,0,0,0,1,0,0,0
島根県,2020/3/15,80,0,0,0,0,0,0,1,0,0,0
岡山県,2020/3/15,160,0,0,0,0,0,0,3,0,0,0
広島県,2020/3/15,463,1,1,0,0,0,0,14,0,0,0
山口県,2020/3/15,136,3,1,0,0,0,0,5,0,0,0
徳島県,2020/3/15,78,1,0,0,0,0,0,0,0,0,0
香川県,2020/3/15,101,0,0,0,0,0,0,1,0,0,0
愛媛県,2020/3/15,166,2,1,0,0,0,0,2,0,0,0
高知県,2020/3/15,246,12,4,0.009090909,0,0,0,2,0,0,0
福岡県,2020/3/15,578,3,2,0,0,0,0,11,2,1,1
佐賀県,2020/3/15,80,1,0,0.027027027,0,0,0,1,0,0,0
長崎県,2020/3/15,173,1,0,0.014705882,0,0,0,0,0,0,0
熊本県,2020/3/15,399,6,2,0,0,0,0,10,0,0,0
大分県,2020/3/15,153,1,1,0,0,0,0,2,0,0,0
宮崎県,2020/3/15,137,1,0,0,0,0,0,0,1,0,1
鹿児島県,2020/3/15,155,0,0,0,0,0,0,5,0,0,0
沖縄県,2020/3/15,210,3,1,0,0,0,0,3,0,0,0
北海道,2020/3/16,1490,152,90,0.104513064,1,4,0.040380048,28,2,1,1
青森県,2020/3/16,74,0,0,0,0,0,0,2,1,0,1
岩手県,2020/3/16,24,0,0,0,0,0,0,0,0,0,0
宮城県,2020/3/16,129,1,0,0,0,0,0,0,0,0,0
秋田県,2020/3/16,108,2,1,0,0,0,0,5,0,0,0
山形県,2020/3/16,116,0,0,0,0,0,0,4,0,0,0
福島県,2020/3/16,122,2,0,0.026315789,0,0,0,6,0,0,0
茨城県,2020/3/16,419,0,0,0,0,0,0,11,0,0,0
栃木県,2020/3/16,227,2,0,0,0,0,0,6,0,0,0
群馬県,2020/3/16,117,6,2,0.138888889,0,1,0.027777778,7,0,0,0
埼玉県,2020/3/16,593,32,7,0.089430894,0,0,0.016260163,9,2,2,0
千葉県,2020/3/16,990,32,11,0.030821918,0,0,0.006849315,17,3,1,2
東京都,2020/3/16,1743,90,37,0.05338809,0,0,0.022587269,90,22,12,1
神奈川県,2020/3/16,1402,56,24,0.048611111,0,0,0.013888889,51,5,2,2
新潟県,2020/3/16,490,17,4,0.041666667,0,1,0.013888889,35,2,0,1
富山県,2020/3/16,51,0,0,0,0,0,0,3,0,0,0
石川県,2020/3/16,162,7,2,0,0,0,0,6,0,0,0
福井県,2020/3/16,84,0,0,0,0,0,0,5,0,0,0
山梨県,2020/3/16,315,2,2,0,0,0,0,22,0,0,0
長野県,2020/3/16,284,4,1,0.013888889,0,0,0,4,0,0,0
岐阜県,2020/3/16,215,2,1,0,0,0,0,8,1,1,0
静岡県,2020/3/16,510,3,2,0.011764706,0,0,0.005882353,25,0,0,0
愛知県,2020/3/16,1453,123,12,0.066427289,0,2,0.005385996,84,4,1,1
三重県,2020/3/16,257,8,1,0.05982906,0,0,0.008547009,3,0,0,0
滋賀県,2020/3/16,116,2,2,0.025,0,0,0.025,11,1,0,1
京都府,2020/3/16,743,17,4,0.012135922,0,0,0.004854369,2,1,0,1
大阪府,2020/3/16,1091,108,30,0.113490364,1,2,0.049250535,14,7,5,1
兵庫県,2020/3/16,951,82,17,0.1056,1,4,0.0208,64,0,0,0
奈良県,2020/3/16,153,8,0,0.029850746,0,0,0,10,0,0,0
和歌山県,2020/3/16,1076,15,2,0.009345794,0,0,0,22,0,0,0
鳥取県,2020/3/16,100,0,0,0,0,0,0,5,0,0,0
島根県,2020/3/16,81,0,0,0,0,0,0,1,0,0,0
岡山県,2020/3/16,166,0,0,0,0,0,0,6,0,0,0
広島県,2020/3/16,486,1,1,0,0,0,0,23,0,0,0
山口県,2020/3/16,136,3,1,0,0,0,0,0,0,0,0
徳島県,2020/3/16,83,1,0,0,0,0,0,5,0,0,0
香川県,2020/3/16,105,0,0,0,0,0,0,4,0,0,0
愛媛県,2020/3/16,170,2,1,0,0,0,0,4,1,0,1
高知県,2020/3/16,246,12,4,0,0,0,0,0,0,0,0
福岡県,2020/3/16,583,3,2,0,0,0,0,5,0,0,0
佐賀県,2020/3/16,82,1,0,0.027027027,0,0,0,2,0,0,0
長崎県,2020/3/16,179,1,0,0.014084507,0,0,0,6,0,0,0
熊本県,2020/3/16,421,6,2,0,0,0,0,22,1,0,1
大分県,2020/3/16,155,1,1,0,0,0,0,2,1,0,1
宮崎県,2020/3/16,152,1,0,0,0,0,0,15,0,0,0
鹿児島県,2020/3/16,158,0,0,0,0,0,0,3,0,0,0
沖縄県,2020/3/16,217,3,1,0,0,0,0,7,0,0,0
北海道,2020/3/17,1515,152,90,0.097387173,0,0,0.040380048,25,2,1,1
青森県,2020/3/17,75,0,0,0,0,0,0,1,1,0,1
岩手県,2020/3/17,24,0,0,0,0,0,0,0,0,0,0
宮城県,2020/3/17,138,1,0,0,0,0,0,9,0,0,0
秋田県,2020/3/17,109,2,1,0,0,0,0,1,0,0,0
山形県,2020/3/17,120,0,0,0,0,0,0,4,0,0,0
福島県,2020/3/17,127,2,0,0.029411765,0,0,0,5,0,0,0
茨城県,2020/3/17,437,1,0,0.008403361,0,1,0,18,0,0,0
栃木県,2020/3/17,245,2,0,0,0,0,0,18,2,0,1
群馬県,2020/3/17,136,10,2,0.18,0,4,0.02,19,0,0,0
埼玉県,2020/3/17,677,37,7,0.085501859,0,5,0.014869888,84,3,1,2
千葉県,2020/3/17,1043,32,11,0.022222222,0,0,0.007407407,53,7,2,4
東京都,2020/3/17,1796,102,46,0.073684211,9,12,0.037894737,53,23,14,4
神奈川県,2020/3/17,1480,60,25,0.045751634,1,4,0.013071895,78,8,2,6
新潟県,2020/3/17,518,21,4,0.046082949,0,4,0.00921659,28,0,0,0
富山県,2020/3/17,53,0,0,0,0,0,0,2,0,0,0
石川県,2020/3/17,165,7,2,0,0,0,0,3,0,0,0
福井県,2020/3/17,88,0,0,0,0,0,0,4,1,1,0
山梨県,2020/3/17,325,2,2,0,0,0,0,10,0,0,0
長野県,2020/3/17,295,4,1,0.015625,0,0,0,11,0,0,0
岐阜県,2020/3/17,223,2,1,0,0,0,0,8,1,0,0
静岡県,2020/3/17,534,3,2,0.005882353,0,0,0,24,0,0,0
愛知県,2020/3/17,1537,125,13,0.049242424,1,2,0.005681818,84,5,1,2
三重県,2020/3/17,277,8,1,0.049180328,0,0,0,20,0,0,0
滋賀県,2020/3/17,126,4,2,0.073170732,0,2,0.024390244,10,0,0,0
京都府,2020/3/17,770,19,4,0.018181818,0,2,0.006060606,27,2,1,1
大阪府,2020/3/17,1195,112,30,0.08496732,0,4,0.032679739,104,4,4,0
兵庫県,2020/3/17,1024,89,18,0.110154905,1,7,0.018932874,73,3,1,1
奈良県,2020/3/17,163,8,0,0.016393443,0,0,0,10,0,0,0
和歌山県,2020/3/17,1090,15,2,0.010752688,0,0,0,14,0,0,0
鳥取県,2020/3/17,106,0,0,0,0,0,0,6,0,0,0
島根県,2020/3/17,84,0,0,0,0,0,0,3,0,0,0
岡山県,2020/3/17,175,0,0,0,0,0,0,9,1,0,1
広島県,2020/3/17,515,1,1,0,0,0,0,29,1,0,1
山口県,2020/3/17,149,3,1,0,0,0,0,13,0,0,0
徳島県,2020/3/17,84,1,0,0,0,0,0,1,0,0,0
香川県,2020/3/17,114,1,1,0.034482759,1,1,0.034482759,9,0,0,0
愛媛県,2020/3/17,173,2,1,0,0,0,0,3,0,0,0
高知県,2020/3/17,259,12,4,0,0,0,0,13,0,0,0
福岡県,2020/3/17,610,4,2,0.009009009,0,1,0,27,1,1,0
佐賀県,2020/3/17,91,1,0,0.022727273,0,0,0,9,0,0,0
長崎県,2020/3/17,200,1,0,0.014084507,0,0,0,21,0,0,0
熊本県,2020/3/17,450,6,2,0,0,0,0,29,0,0,0
大分県,2020/3/17,163,1,1,0,0,0,0,8,2,0,1
宮崎県,2020/3/17,166,3,1,0.036363636,1,2,0.018181818,14,0,0,0
鹿児島県,2020/3/17,164,0,0,0,0,0,0,6,0,0,0
沖縄県,2020/3/17,230,3,1,0,0,0,0,13,0,0,0
北海道,2020/3/18,1587,154,92,0.08716707,2,2,0.03874092,72,2,1,0
青森県,2020/3/18,79,0,0,0,0,0,0,4,1,0,1
岩手県,2020/3/18,29,0,0,0,0,0,0,5,0,0,0
宮城県,2020/3/18,144,1,0,0,0,0,0,6,0,0,0
秋田県,2020/3/18,114,2,1,0,0,0,0,5,0,0,0
山形県,2020/3/18,129,0,0,0,0,0,0,9,0,0,0
福島県,2020/3/18,130,2,0,0.033333333,0,0,0,3,0,0,0
茨城県,2020/3/18,459,3,0,0.025641026,0,2,0,22,2,0,0
栃木県,2020/3/18,263,3,0,0.013888889,0,1,0,18,1,0,1
群馬県,2020/3/18,146,10,2,0.163636364,0,0,0.018181818,10,2,0,0
埼玉県,2020/3/18,720,38,7,0.078571429,0,1,0.014285714,43,6,3,2
千葉県,2020/3/18,1086,34,12,0.022988506,1,2,0.003831418,43,6,1,5
東京都,2020/3/18,1848,111,49,0.08137045,3,9,0.03640257,52,28,15,5
神奈川県,2020/3/18,1555,61,25,0.04375,0,1,0.0125,75,4,3,1
新潟県,2020/3/18,579,22,4,0.046025105,0,1,0.008368201,61,0,0,0
