県名,市名,地域名,緯度経度,3月31日,4月1日,4月2日,4月3日,4月4日,4月5日,4月6日,4月7日,4月8日,4月9日,4月10日,4月11日,4月12日,4月13日,4月14日,4月15日,4月16日,4月17日,4月18日,4月19日,4月20日,4月21日,4月22日,4月23日,4月24日,4月25日,4月26日,4月27日,4月28日,4月29日,4月30日,5月1日,5月2日,5月3日,5月4日,5月5日,5月6日,5月7日,5月8日,5月9日
千葉県,一宮町,千葉県一宮町,"35.3726,140.3687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
千葉県,勝浦市,千葉県勝浦市,"35.1523,140.3209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
千葉県,君津市,千葉県君津市,"35.3305,139.9027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
神奈川県,相模原市,神奈川県相模原市,"35.5714,139.3732",31,31,33,35,38,38,38,38,40,40,46,51,52,52,53,53,55,59,63,63,63,65,66,66,66,69,69,69,69,69,70,70,70,70,70,70,70,70,71,71
神奈川県,横浜市,神奈川県横浜市,"35.5084,139.6825",28,29,38,50,55,66,67,76,94,101,118,153,171,171,177,191,214,221,234,247,251,252,263,284,296,310,320,320,327,346,358,365,381,393,399,403,410,418,420,428
神奈川県,鎌倉管内,神奈川県鎌倉管内,"35.3126,139.5472",10,15,16,17,17,17,17,18,18,19,28,32,32,36,43,44,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
神奈川県,厚木管内,神奈川県厚木管内,"35.4452,139.3574",12,16,17,21,21,26,26,28,37,38,43,45,45,47,47,49,51,56,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
神奈川県,平塚管内,神奈川県平塚管内,"35.3355,139.3383",15,15,15,18,18,21,21,21,31,32,32,33,33,35,36,39,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
神奈川県,小田原管内,神奈川県小田原管内,"35.3433,139.1279",3,3,4,4,4,5,5,5,8,9,12,13,13,13,13,14,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
神奈川県,藤沢市,神奈川県藤沢市,"35.3392,139.49",8,8,8,9,9,10,10,12,19,23,26,28,29,29,32,36,39,41,44,45,48,49,49,49,53,53,54,54,54,54,55,55,55,55,57,57,57,57,57,57
神奈川県,川崎市多摩区,神奈川県川崎市多摩区,"35.6195,139.5621",2,2,2,3,3,5,5,6,7,10,10,12,13,13,13,13,13,13,15,16,16,16,17,18,19,19,19,20,20,20,21,22,22,22,22,22,22,22,22,22
神奈川県,横須賀市,神奈川県横須賀市,"35.2813,139.6722",7,8,9,11,15,15,19,21,21,23,24,27,27,29,29,30,32,33,36,36,36,36,36,38,39,39,39,42,42,42,43,43,44,44,44,44,44,44,44,44
神奈川県,茅ヶ崎管内,神奈川県茅ヶ崎管内,"35.3343,139.3994",3,3,4,4,4,4,4,4,9,9,9,13,13,14,14,15,19,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
神奈川県,川崎市麻生区,神奈川県川崎市麻生区,"35.6037,139.5057",3,3,3,5,5,5,5,5,5,6,9,11,12,12,12,12,14,17,17,17,17,18,19,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21
神奈川県,川崎市,神奈川県川崎市,"35.5803,139.6144",1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
神奈川県,川崎市宮前区,神奈川県川崎市宮前区,"35.5892,139.5785",3,5,6,6,6,8,8,9,10,10,14,19,21,21,22,24,25,25,26,30,31,31,33,34,37,37,38,39,39,40,40,40,40,40,40,40,40,40,41,41
神奈川県,川崎市川崎区,神奈川県川崎市川崎区,"35.5297,139.7038",2,3,3,5,9,9,9,9,10,12,13,15,18,19,19,20,20,22,22,23,23,23,24,26,27,29,30,30,30,30,30,32,35,37,39,39,39,39,40,40
神奈川県,川崎市高津区,神奈川県川崎市高津区,"35.5995,139.6079",2,3,6,6,6,7,7,7,10,12,12,14,14,14,14,14,16,19,21,24,25,25,27,28,28,28,28,28,28,29,30,30,32,32,32,32,32,32,32,32
神奈川県,川崎市幸区,神奈川県川崎市幸区,"35.5443,139.6868",2,5,5,5,6,6,6,6,7,8,9,11,12,12,12,14,17,19,20,21,21,21,23,25,25,25,27,27,27,28,28,28,30,30,30,30,30,30,31,31
神奈川県,川崎市中原区,神奈川県川崎市中原区,"35.5764,139.6557",4,5,7,10,12,12,12,12,14,16,18,19,21,23,23,29,32,32,34,37,38,38,39,40,42,45,45,45,45,46,46,46,47,47,47,47,47,47,47,47
神奈川県,鎌倉市,神奈川県鎌倉市,"35.3192,139.5467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,6,7,7,7,8,8,9,9,9,9,9,9,9,9,9,9
神奈川県,茅ケ崎市,神奈川県茅ケ崎市,"35.3339,139.4047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4
神奈川県,三浦市,神奈川県三浦市,"35.1442,139.6208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
神奈川県,綾瀬市,神奈川県綾瀬市,"35.4372,139.4261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,6,6,6
神奈川県,大和市,神奈川県大和市,"35.4875,139.458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,9,9,10,10,10,11,12,12,12,12,12,12,13,13,13
神奈川県,厚木市,神奈川県厚木市,"35.4431,139.3625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6
神奈川県,平塚市,神奈川県平塚市,"35.3351,139.3495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4
神奈川県,小田原市,神奈川県小田原市,"35.2646,139.1522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,7,14,14,22,22,23,23,23
神奈川県,湯河原町,神奈川県湯河原町,"35.148,139.1083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,4,5,6,6,6,6,7,7,7
神奈川県,真鶴町,神奈川県真鶴町,"35.1585,139.1371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
神奈川県,愛川町,神奈川県愛川町,"35.5288,139.3217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3
神奈川県,座間市,神奈川県座間市,"35.4886,139.4077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
神奈川県,逗子市,神奈川県逗子市,"35.2956,139.5804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
神奈川県,伊勢原市,神奈川県伊勢原市,"35.403,139.315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
神奈川県,開成町,神奈川県開成町,"35.3364,139.1232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
神奈川県,海老名市,神奈川県海老名市,"35.4464,139.3908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
神奈川県,寒川町,神奈川県寒川町,"35.373,139.3839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
新潟県,加茂市,新潟県加茂市,"37.6663,139.0402",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
新潟県,新潟市東区,新潟県新潟市東区,"37.9249,139.0926",7,8,8,8,8,8,8,8,8,8,8,9,9,9,10,10,11,14,14,14,14,14,14,14,15,15,16,16,19,19,19,19,19,19,19,19,19,19,19,19
新潟県,新潟市中央区,新潟県新潟市中央区,"37.9120,139.0618",12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16
新潟県,新潟市秋葉区,新潟県新潟市秋葉区,"37.3885,139.1146",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
新潟県,新潟市南区,新潟県新潟市南区,"37.7658,139.0192",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
新潟県,新潟市江南区,新潟県新潟市江南区,"37.8676,139.094",4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
新潟県,長岡市,新潟県長岡市,"37.4463,138.8513",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
新潟県,小千谷市,新潟県小千谷市,"37.3143,138.7951",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
新潟県,新潟市西区,新潟県新潟市西区,"37.8742,138.9719",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
新潟県,燕市,新潟県燕市,"37.6732,138.8822",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
新潟県,上越市,新潟県上越市,"37.1478,138.2361",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
新潟県,阿賀野市,新潟県阿賀野市,"37.8345,139.226",0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
新潟県,新発田管内,新潟県新発田管内,"37.9380,139.3402",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
新潟県,新潟市北区,新潟県新潟市北区,"37.9069,139.1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,5,6,6,8,8,8,8,8,10,10,10,10,11,11,11,14,14
新潟県,胎内市,新潟県胎内市,"38.0597,139.4103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
新潟県,柏崎市,新潟県柏崎市,"37.3719,138.559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
新潟県,新潟市西蒲区,新潟県新潟市西蒲区,"37.7910,138.9207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
富山県,富山市,富山県富山市,"36.696,137.2137",1,3,5,5,7,7,8,10,10,16,17,24,36,36,40,46,54,64,75,79,97,109,123,129,135,150,152,153,155,164,171,175,179,185,186,189,190,190,191,194
富山県,砺波管内,富山県砺波管内,"36.6050,136.9335",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
富山県,高岡管内,富山県高岡管内,"36.7328,137.0224",0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
富山県,高岡市,富山県高岡市,"36.7541,137.0257",0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
富山県,朝日町,富山県朝日町,"38.2992,140.1459",0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
富山県,氷見市,富山県氷見市,"36.856,136.9728",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
富山県,射水市,富山県射水市,"36.7825,137.0796",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
富山県,立山町,富山県立山町,"36.6635,137.3137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
富山県,上市町,富山県上市町,"36.6984,137.3624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
富山県,滑川市,富山県滑川市,"36.7644,137.3412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
石川県,南加賀管内,石川県南加賀管内,"36.4111,136.4650",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
石川県,金沢市,石川県金沢市,"36.5613,136.6562",4,6,6,11,18,27,28,32,42,47,60,68,72,80,85,90,94,107,114,116,117,119,122,122,123,123,124,124,124,125,125,126,126,126,127,127,129,129,129,129
石川県,石川中央管内,石川県石川中央管内,"36.6721,136.7250",0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
石川県,野々市市,石川県野々市市,"36.5197,136.61",0,0,0,0,1,1,2,2,3,3,3,4,8,8,10,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
石川県,中能登町,石川県中能登町,"36.9889,136.9018",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
石川県,川北町,石川県川北町,"36.4686,136.5423",0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
石川県,白山市,石川県白山市,"36.5144,136.5659",0,0,0,0,0,0,0,1,2,2,3,3,4,4,7,8,10,11,11,11,11,12,13,14,16,16,17,18,20,20,21,21,23,23,23,23,23,23,23,23
石川県,かほく市,石川県かほく市,"36.7198,136.7067",0,0,0,0,0,0,0,0,2,2,3,4,4,4,4,4,4,4,4,5,5,7,10,25,25,26,27,33,37,40,40,42,44,48,50,51,52,55,55,57
石川県,小松市,石川県小松市,"36.4084,136.4456",0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,6,6,6,6,7,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
石川県,津幡町,石川県津幡町,"36.6687,136.7284",0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,6,6,6,6,7,8,8,9,10,10,10,10,10,10,10,10,10,10,10
石川県,羽咋市,石川県羽咋市,"36.8936,136.779",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3
石川県,加賀市,石川県加賀市,"36.3026,136.3146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
石川県,宝達志水町,石川県宝達志水町,"36.8628,136.7975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7
石川県,能美市,石川県能美市,"36.4469,136.5542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
福井県,福井市,福井県福井市,"36.0641,136.2195",13,13,21,29,30,33,34,37,40,45,49,53,54,55,55,60,63,64,65,71,72,74,74,74,75,75,76,76,77,77,77,77,77,77,77,77,77,77,77,77
福井県,越前市,福井県越前市,"35.9035,136.1688",4,4,5,9,10,12,13,14,14,14,15,15,16,16,16,16,16,16,16,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
福井県,鯖江市,福井県鯖江市,"35.9566,136.1845",1,1,1,1,3,4,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
福井県,坂井市,福井県坂井市,"36.1669,136.2315",1,1,1,1,1,2,2,2,4,4,4,4,4,6,6,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
福井県,南越前町,福井県南越前町,"35.8352,136.1945",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
福井県,あわら市,福井県あわら市,"36.2114,136.229",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
福井県,大野市,福井県大野市,"35.9798,136.4876",0,0,0,0,0,0,3,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
福井県,永平寺町,福井県永平寺町,"36.0923,136.2987",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
福井県,若狭町,福井県若狭町,"35.4619,135.8572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
山梨県,笛吹市,山梨県笛吹市,"35.6474,138.6398",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
山梨県,南アルプス市,山梨県南アルプス市,"35.6083,138.465",1,1,1,3,3,6,7,7,7,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
山梨県,甲府市,山梨県甲府市,"35.6623,138.5682",2,2,2,2,2,2,5,6,9,9,9,10,10,11,11,11,12,14,15,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,19,19,19,19,19,19
山梨県,北杜市,山梨県北杜市,"35.7765,138.4238",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
山梨県,市川三郷町,山梨県市川三郷町,"35.5653,138.5024",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
山梨県,甲州市,山梨県甲州市,"35.7043,138.7294",0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
山梨県,中央市,山梨県中央市,"35.5996,138.5173",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
山梨県,山梨市,山梨県山梨市,"35.6934,138.6869",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
山梨県,甲斐市,山梨県甲斐市,"35.6863,138.4873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
山梨県,上野原市,山梨県上野原市,"35.6303,139.1086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
山梨県,韮崎市,山梨県韮崎市,"35.7089,138.4461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
長野県,松本管内,長野県松本管内,"36.2349,137.9435",5,5,5,5,5,5,5,5,5,6,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
長野県,佐久管内,長野県佐久管内,"36.2296,138.4616",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
長野県,飯田管内,長野県飯田管内,"35.5138,137.8295",1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
長野県,大町管内,長野県大町管内,"36.5078,137.8621",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
長野県,諏訪管内,長野県諏訪管内,"36.0340,138.1074",0,0,0,0,2,3,4,4,4,4,5,5,5,5,6,6,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
長野県,伊那管内,長野県伊那管内,"35.8491,137.9577",0,0,0,0,0,0,1,1,3,3,3,3,4,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
長野県,上田管内,長野県上田管内,"36.4007,138.2602",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
長野県,長野市,長野県長野市,"36.6486,138.1942",0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,5,5,5,5,5,5,6,9,9,12,13,13,13,13,13,13,13,14,14,14,14,14,14,15,16
長野県,木曽管内,長野県木曽管内,"35.8391,137.6880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
長野県,北信管内,長野県北信管内,"36.8364,138.3590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
長野県,上田市,長野県上田市,"36.4019,138.2489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,6,6,6,6
岐阜県,岐阜市,岐阜県岐阜市,"35.4233,136.7607",4,7,9,10,14,20,20,27,31,39,43,47,49,52,52,54,57,57,58,59,59,63,64,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
岐阜県,各務原市,岐阜県各務原市,"35.3989,136.8483",2,3,3,3,3,4,5,6,7,8,10,11,11,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
岐阜県,可児市,岐阜県可児市,"35.4261,137.061",13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
岐阜県,川辺町,岐阜県川辺町,"35.4866,137.0706",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
岐阜県,大垣市,岐阜県大垣市,"35.3594,136.6128",3,3,3,3,5,6,6,6,7,7,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
岐阜県,多治見市,岐阜県多治見市,"35.3328,137.1321",1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
岐阜県,土岐市,岐阜県土岐市,"35.3525,137.1832",0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
岐阜県,美濃市,岐阜県美濃市,"35.5448,136.9075",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
岐阜県,関市,岐阜県関市,"35.4957,136.9178",0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
岐阜県,瑞穂市,岐阜県瑞穂市,"35.4041,136.6498",0,0,0,0,0,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
岐阜県,大野町,岐阜県大野町,"35.4706,136.6276",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
岐阜県,御嵩町,岐阜県御嵩町,"35.4342,137.1308",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
岐阜県,本巣市,岐阜県本巣市,"35.483,136.6788",0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
岐阜県,池田町,岐阜県池田町,"42.929,143.4484",0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
