date,tests,confirmed,deaths,recovered,hosp,vent,icu,severe,population,administrative_area_level,administrative_area_level_1,administrative_area_level_2,jis_code
2021-02-04,7051485,400219,6175,349081,41102,,,892,126216142,1,Japan,,
2021-02-05,7114521,402589,6281,354296,38401,,,877,126216142,1,Japan,,
2021-02-06,7186880,404866,6375,358659,36343,,,815,126216142,1,Japan,,
2021-02-07,7221664,406496,6427,362059,34930,,,795,126216142,1,Japan,,
2021-02-08,7241214,407713,6510,365043,33451,,,773,126216142,1,Japan,,
2021-02-09,7301609,409281,6604,368590,31583,,,759,126216142,1,Japan,,
2021-02-10,7380588,411167,6725,372260,29243,,,736,126216142,1,Japan,,
2021-02-11,7447270,412857,6803,375246,27932,,,713,126216142,1,Japan,,
2021-02-12,7481377,414157,6865,377815,27026,,,701,126216142,1,Japan,,
2021-02-13,7539403,415517,6931,380384,25410,,,693,126216142,1,Japan,,
2021-02-14,7571105,416879,6969,382524,24528,,,668,126216142,1,Japan,,
2021-02-15,7587036,417844,7042,384877,23412,,,658,126216142,1,Japan,,
2021-02-16,7647131,419152,7143,387580,22649,,,644,126216142,1,Japan,,
2021-02-17,7707786,420600,7228,391015,20364,,,607,126216142,1,Japan,,
2021-02-18,7770206,422136,7300,393339,19302,,,564,126216142,1,Japan,,
2021-02-19,7825811,423437,7364,395268,18899,,,547,126216142,1,Japan,,
2021-02-20,7901922,424670,7442,397134,18364,,,526,126216142,1,Japan,,
2021-02-21,7935363,425702,7492,398740,17870,,,511,126216142,1,Japan,,
2021-02-22,7951577,426442,7548,400093,17516,,,510,126216142,1,Japan,,
2021-02-23,8007839,427523,7602,401642,16809,,,491,126216142,1,Japan,,
2021-02-24,8026999,428444,7671,403246,16140,,,487,126216142,1,Japan,,
2021-02-25,8083230,429519,7745,405074,15341,,,472,126216142,1,Japan,,
2021-02-26,8143924,430573,7825,406325,14944,,,457,126216142,1,Japan,,
2021-02-27,8203285,431785,7866,407767,14497,,,440,126216142,1,Japan,,
2021-02-28,8234982,432784,7896,409055,14363,,,434,126216142,1,Japan,,
2021-03-01,8256602,433482,7947,410365,14054,,,436,126216142,1,Japan,,
2021-03-02,8319692,434370,8012,411911,13188,,,413,126216142,1,Japan,,
2021-03-03,8403376,435613,8075,413114,12789,,,407,126216142,1,Japan,,
2021-03-04,8435308,436782,8142,414578,12434,,,398,126216142,1,Japan,,
2021-03-05,8505875,437930,8197,415816,12296,,,388,126216142,1,Japan,,
2021-03-06,8552813,438980,8237,417081,12173,,,375,126216142,1,Japan,,
2021-03-07,8586151,440044,8261,418050,12211,,,373,126216142,1,Japan,,
2021-03-08,8602569,440644,8306,419017,12213,,,380,126216142,1,Japan,,
2021-03-09,8673101,441771,8364,420068,11791,,,381,126216142,1,Japan,,
2021-03-10,8714615,443084,8418,421235,11634,,,364,126216142,1,Japan,,
2021-03-11,8776241,444401,8463,422359,11703,,,354,126216142,1,Japan,,
2021-03-12,8834799,445672,8521,423438,11862,,,354,126216142,1,Japan,,
2021-03-13,8892245,446991,8572,424498,12110,,,337,126216142,1,Japan,,
2021-03-14,8926296,447978,8594,425478,12364,,,328,126216142,1,Japan,,
2021-03-15,8946247,448673,8632,426503,12336,,,327,126216142,1,Japan,,
2021-03-16,9000093,449806,8689,427401,12187,,,337,126216142,1,Japan,,
2021-03-17,9050153,451339,8732,428530,12022,,,335,126216142,1,Japan,,
2021-03-18,9137297,452836,8764,429719,12285,,,325,126216142,1,Japan,,
2021-03-19,9194387,454299,8797,430766,12643,,,330,126216142,1,Japan,,
2021-03-20,9267866,455815,8816,431963,12924,,,332,126216142,1,Japan,,
2021-03-21,9301321,456933,8835,432980,13383,,,324,126216142,1,Japan,,
2021-03-22,9320628,457748,8869,434111,13355,,,324,126216142,1,Japan,,
2021-03-23,9374845,459248,8922,435189,13215,,,320,126216142,1,Japan,,
2021-03-24,9429113,461165,8943,436252,13407,,,328,126216142,1,Japan,,
2021-03-25,9490701,463080,8970,437542,13916,,,325,126216142,1,Japan,,
2021-03-26,9555049,465107,9003,438721,14656,,,323,126216142,1,Japan,,
2021-03-27,9624077,467176,9035,440057,15322,,,331,126216142,1,Japan,,
2021-03-28,9666033,468958,9064,441086,16256,,,341,126216142,1,Japan,,
2021-03-29,9684920,470303,9093,442219,16832,,,342,126216142,1,Japan,,
2021-03-30,9762131,472390,9126,443463,17153,,,368,126216142,1,Japan,,
2021-03-31,9804825,475231,9175,444845,17642,,,382,126216142,1,Japan,,
2021-04-01,9872260,477837,9192,446259,18776,,,380,126216142,1,Japan,,
2021-04-02,9941638,480592,9215,447513,20216,,,394,126216142,1,Japan,,
2021-04-03,10005007,483365,9223,448922,21524,,,408,126216142,1,Japan,,
2021-04-04,10049113,485832,9235,450465,22619,,,431,126216142,1,Japan,,
2021-04-05,10068046,487403,9254,452001,23478,,,445,126216142,1,Japan,,
2021-04-06,10130624,490066,9282,453863,23832,,,451,126216142,1,Japan,,
2021-04-07,10185014,493518,9312,455192,24496,,,456,126216142,1,Japan,,
2021-04-08,10244852,497012,9337,456903,25976,,,464,126216142,1,Japan,,
2021-04-09,10317762,500500,9364,458681,27489,,,483,126216142,1,Japan,,
2021-04-10,10387132,504264,9391,460827,28881,,,511,126216142,1,Japan,,
2021-04-11,10430419,507100,9408,463560,29715,,,520,126216142,1,Japan,,
2021-04-12,10454733,509207,9432,465672,30467,,,563,126216142,1,Japan,,
2021-04-13,10529634,512657,9477,468574,30038,,,596,126216142,1,Japan,,
2021-04-14,10595999,516964,9510,470803,31073,,,608,126216142,1,Japan,,
2021-04-15,10670227,521533,9545,473391,32347,,,631,126216142,1,Japan,,
2021-04-16,10754285,526057,9591,475579,34689,,,670,126216142,1,Japan,,
2021-04-17,10833896,530850,9632,478194,36649,,,702,126216142,1,Japan,,
2021-04-18,10886748,534934,9648,480582,38759,,,723,126216142,1,Japan,,
2021-04-19,10918947,537853,9678,482875,40588,,,738,126216142,1,Japan,,
2021-04-20,11005643,542187,9723,485823,40877,,,769,126216142,1,Japan,,
2021-04-21,11079602,547473,9772,488741,42054,,,791,126216142,1,Japan,,
2021-04-22,11177177,552965,9814,491441,44187,,,805,126216142,1,Japan,,
2021-04-23,11273132,558070,9871,494682,46261,,,816,126216142,1,Japan,,
2021-04-24,11365991,563665,9925,498034,48197,,,837,126216142,1,Japan,,
2021-04-25,11426388,568264,9976,501386,49806,,,864,126216142,1,Japan,,
2021-04-26,11464138,571579,10011,504500,51302,,,898,126216142,1,Japan,,
2021-04-27,11550594,576540,10074,508149,51733,,,916,126216142,1,Japan,,
2021-04-28,11632712,582330,10125,511815,52543,,,953,126216142,1,Japan,,
2021-04-29,11702186,588236,10203,515309,54200,,,951,126216142,1,Japan,,
2021-04-30,11795944,592918,10242,518818,56281,,,978,126216142,1,Japan,,
2021-05-01,11897791,598901,10325,522967,57235,,,1020,126216142,1,Japan,,
2021-05-02,11968449,604791,10386,526911,58853,,,1050,126216142,1,Japan,,
2021-05-03,12007007,609255,10436,530679,60297,,,1084,126216142,1,Japan,,
2021-05-04,12053709,613445,10486,534365,61425,,,1083,126216142,1,Japan,,
2021-05-05,12082418,617506,10546,538437,61843,,,1114,126216142,1,Japan,,
2021-05-06,12150722,621875,10611,542006,61855,,,1098,126216142,1,Japan,,
2021-05-07,12241999,627925,10759,545806,62614,,,1131,126216142,1,Japan,,
2021-05-08,12353334,635162,10845,550983,63478,,,1131,126216142,1,Japan,,
2021-05-09,12426322,641648,10910,555181,65131,,,1144,126216142,1,Japan,,
2021-05-10,12469553,646587,10981,559335,67198,,,1152,126216142,1,Japan,,
2021-05-11,12602793,652822,11094,563903,68228,,,1176,126216142,1,Japan,,
2021-05-12,12700938,659872,11200,568331,69420,,,1189,126216142,1,Japan,,
2021-05-13,12789711,666747,11301,573686,70250,,,1214,126216142,1,Japan,,
2021-05-14,12913954,673008,11382,579204,71289,,,1209,126216142,1,Japan,,
2021-05-15,13015244,679426,11476,584525,72903,,,1231,126216142,1,Japan,,
2021-05-16,13084423,684682,11523,589795,73562,,,1223,126216142,1,Japan,,
2021-05-17,13122469,688359,11645,594915,73388,,,1227,126216142,1,Japan,,
2021-05-18,13220299,693583,11860,602099,70709,,,1235,126216142,1,Japan,,
2021-05-19,13307674,699374,11957,608692,68363,,,1293,126216142,1,Japan,,
2021-05-20,13458167,705087,12063,615098,66925,,,1288,126216142,1,Japan,,
2021-05-21,13556976,710331,12175,621334,66809,,,1294,126216142,1,Japan,,
2021-05-22,13675634,715366,12258,628237,65829,,,1303,126216142,1,Japan,,
2021-05-23,13744292,719405,12320,633847,64845,,,1304,126216142,1,Japan,,
2021-05-24,13781400,722116,12405,639557,64058,,,1300,126216142,1,Japan,,
2021-05-25,13875603,726008,12510,644851,61627,,,1294,126216142,1,Japan,,
2021-05-26,13946747,730542,12626,649803,60349,,,1413,126216142,1,Japan,,
2021-05-27,14035208,734674,12744,654920,59279,,,1371,126216142,1,Japan,,
2021-05-28,14153707,738376,12839,659431,58591,,,1375,126216142,1,Japan,,
2021-05-29,14274027,741969,12930,666629,56091,,,1383,126216142,1,Japan,,
2021-05-30,14333614,744843,12979,670975,55510,,,1347,126216142,1,Japan,,
2021-05-31,14365902,746634,13059,675503,53748,,,1349,126216142,1,Japan,,
2021-06-01,14453145,749273,13160,680125,51590,,,1323,126216142,1,Japan,,
2021-06-02,14522247,752307,13273,684553,49471,,,1284,126216142,1,Japan,,
2021-06-03,14600561,755138,13384,690064,46968,,,1227,126216142,1,Japan,,
2021-06-04,14778824,757730,13470,694363,45491,,,1198,126216142,1,Japan,,
2021-06-05,14879330,760380,13534,699339,43288,,,1157,126216142,1,Japan,,
2021-06-06,14936069,762400,13584,703031,42129,,,1131,126216142,1,Japan,,
2021-06-07,14964722,763680,13659,706149,41063,,,1120,126216142,1,Japan,,
2021-06-08,15039856,765561,13758,709710,39076,,,1099,126216142,1,Japan,,
2021-06-09,15106526,767799,13854,713308,37134,,,1055,126216142,1,Japan,,
2021-06-10,15171267,769841,13925,717199,35331,,,1015,126216142,1,Japan,,
2021-06-11,15247804,771775,13988,720639,34005,,,942,126216142,1,Japan,,
2021-06-12,15349687,773715,14043,724315,32291,,,890,126216142,1,Japan,,
2021-06-13,15403822,775097,14075,727342,31308,,,852,126216142,1,Japan,,
2021-06-14,15431320,776030,14135,729434,30590,,,849,126216142,1,Japan,,
2021-06-15,15494981,777447,14202,732800,28289,,,827,126216142,1,Japan,,
2021-06-16,15557809,779154,14282,736502,25867,,,803,126216142,1,Japan,,
2021-06-17,15625744,780704,14329,739598,24382,,,763,126216142,1,Japan,,
2021-06-18,15698345,782324,14377,742452,23041,,,775,126216142,1,Japan,,
2021-06-19,15769707,783842,14405,745896,21210,,,740,126216142,1,Japan,,
2021-06-20,15815670,785148,14425,748202,20343,,,714,126216142,1,Japan,,
2021-06-21,15849376,786016,14460,749905,19866,,,721,126216142,1,Japan,,
2021-06-22,15902304,787451,14504,752042,18814,,,697,126216142,1,Japan,,
2021-06-23,15956332,789231,14562,753922,18210,,,646,126216142,1,Japan,,
2021-06-24,16020381,790904,14604,755897,17996,,,629,126216142,1,Japan,,
2021-06-25,16082802,792614,14635,757487,18004,,,590,126216142,1,Japan,,
2021-06-26,16174842,794246,14664,759799,17425,,,577,126216142,1,Japan,,
2021-06-27,16221298,795528,14674,761520,17291,,,567,126216142,1,Japan,,
2021-06-28,16245155,796529,14712,763017,17102,,,564,126216142,1,Japan,,
2021-06-29,16311962,797909,14742,764566,16620,,,552,126216142,1,Japan,,
2021-06-30,16375808,799729,14783,766226,16240,,,523,126216142,1,Japan,,
2021-07-01,16445549,801483,14807,767849,16359,,,517,126216142,1,Japan,,
2021-07-02,16525536,803258,14832,769626,16333,,,511,126216142,1,Japan,,
2021-07-03,16596072,805136,14841,771417,16284,,,501,126216142,1,Japan,,
2021-07-04,16638003,806621,14847,773110,16452,,,496,126216142,1,Japan,,
2021-07-05,16658153,807650,14866,774709,16309,,,491,126216142,1,Japan,,
2021-07-06,16721053,809318,14888,776305,15847,,,481,126216142,1,Japan,,
2021-07-07,16777441,811507,14902,778162,15534,,,480,126216142,1,Japan,,
2021-07-08,16846353,813753,14919,779611,16234,,,464,126216142,1,Japan,,
2021-07-09,16909861,816030,14939,781314,16741,,,441,126216142,1,Japan,,
2021-07-10,16984404,818487,14950,783136,17142,,,428,126216142,1,Japan,,
2021-07-11,17032421,820517,14956,784694,18021,,,425,126216142,1,Japan,,
2021-07-12,17062088,822022,14959,786284,18457,,,432,126216142,1,Japan,,
2021-07-13,17131042,824406,14977,787833,18486,,,424,126216142,1,Japan,,
2021-07-14,17238005,827598,14997,789604,19004,,,412,126216142,1,Japan,,
2021-07-15,17306021,831016,15019,791456,20193,,,396,126216142,1,Japan,,
2021-07-16,17377409,834449,15029,793351,21696,,,376,126216142,1,Japan,,
2021-07-17,17458236,838335,15045,795103,23393,,,382,126216142,1,Japan,,
2021-07-18,17506835,841436,15049,796914,25282,,,378,126216142,1,Japan,,
2021-07-19,17538560,843764,15061,798767,26486,,,392,126216142,1,Japan,,
2021-07-20,17614879,847523,15081,801053,26774,,,406,126216142,1,Japan,,
2021-07-21,17685925,852472,15101,803396,27953,,,390,126216142,1,Japan,,
2021-07-22,17760540,857871,15107,805919,30128,,,392,126216142,1,Japan,,
2021-07-23,17803291,862105,15116,808113,33165,,,431,126216142,1,Japan,,
2021-07-24,17857644,865699,15124,810566,35162,,,436,126216142,1,Japan,,
2021-07-25,17893458,870738,15128,813672,35581,,,448,126216142,1,Japan,,
2021-07-26,17914211,875447,15140,816497,37378,,,466,126216142,1,Japan,,
2021-07-27,18013366,883117,15153,819856,38967,,,514,126216142,1,Japan,,
2021-07-28,18109091,892751,15161,823626,42438,,,522,126216142,1,Japan,,
2021-07-29,18198588,903497,15175,827121,47991,,,539,126216142,1,Japan,,
2021-07-30,18290773,914326,15184,830844,54572,,,626,126216142,1,Japan,,
2021-07-31,18382964,926750,15193,834730,61686,,,667,126216142,1,Japan,,
2021-08-01,18473804,936997,15198,838997,69362,,,691,126216142,1,Japan,,
2021-08-02,18513613,945474,15209,842533,75824,,,704,126216142,1,Japan,,
2021-08-03,18623176,957574,15219,847616,79754,,,754,126216142,1,Japan,,
2021-08-04,18709118,971884,15233,852368,86317,,,777,126216142,1,Japan,,
2021-08-05,18812492,987197,15241,858226,93858,,,823,126216142,1,Japan,,
2021-08-06,18930208,1003003,15261,864546,102733,,,1020,126216142,1,Japan,,
2021-08-07,19045727,1018834,15275,873299,109877,,,1068,126216142,1,Japan,,
2021-08-08,19120237,1033373,15285,881373,117219,,,1138,126216142,1,Japan,,
2021-08-09,19164730,1045523,15296,889661,123229,,,1190,126216142,1,Japan,,
2021-08-10,19196748,1056254,15315,898849,126445,,,1230,126216142,1,Japan,,
2021-08-11,19326244,1072279,15335,909503,126857,,,1332,126216142,1,Japan,,
2021-08-12,19457746,1091313,15359,920636,130149,,,1404,126216142,1,Japan,,
2021-08-13,19571076,1111809,15384,930568,137443,,,1478,126216142,1,Japan,,
2021-08-14,19708418,1132109,15402,943055,145871,,,1521,126216142,1,Japan,,
2021-08-15,19792469,1149993,15412,955057,153837,,,1563,126216142,1,Japan,,
2021-08-16,19857663,1165000,15439,968192,156619,,,1603,126216142,1,Japan,,
2021-08-17,19965179,1185103,15486,982424,157956,,,1646,126216142,1,Japan,,
2021-08-18,20085602,1209195,15516,997090,161876,,,1716,126216142,1,Japan,,
2021-08-19,20220035,1234534,15544,1011672,168863,,,1765,126216142,1,Japan,,
2021-08-20,20456149,1260524,15580,1024126,181260,,,1816,126216142,1,Japan,,
2021-08-21,20489512,1286180,15614,1037306,193513,,,1888,126216142,1,Japan,,
2021-08-22,20607298,1308525,15638,1051965,203716,,,1891,126216142,1,Japan,,
2021-08-23,20666268,1325446,15670,1065953,211881,,,1898,126216142,1,Japan,,
2021-08-24,20803221,1347107,15712,1086964,209734,,,1935,126216142,1,Japan,,
2021-08-25,20967627,1371515,15757,1102658,212729,,,1964,126216142,1,Japan,,
2021-08-26,21115137,1396551,15809,1118272,218130,,,1974,126216142,1,Japan,,
2021-08-27,21263021,1420867,15866,1135571,225553,,,2000,126216142,1,Japan,,
2021-08-28,21439752,1443716,15908,1153625,229780,,,2060,126216142,1,Japan,,
2021-08-29,21539189,1463050,15957,1172836,231530,,,2070,126216142,1,Japan,,
2021-08-30,21608165,1476721,16003,1190708,231772,,,2075,126216142,1,Japan,,
2021-08-31,21768236,1494436,16068,1231066,215783,,,2110,126216142,1,Japan,,
2021-09-01,21885440,1514464,16139,1254225,208667,,,2092,126216142,1,Japan,,
2021-09-02,22036646,1532677,16204,1277472,205727,,,2158,126216142,1,Japan,,
2021-09-03,22160932,1549390,16267,1296276,204462,,,2221,126216142,1,Japan,,
2021-09-04,22364286,1565402,16327,1318780,200129,,,2223,126216142,1,Japan,,
2021-09-05,22454803,1578306,16358,1343104,191159,,,2207,126216142,1,Japan,,
2021-09-06,22522515,1586537,16398,1363881,184732,,,2198,126216142,1,Japan,,
2021-09-07,22654079,1597143,16460,1380354,177535,,,2209,126216142,1,Japan,,
2021-09-08,22772462,1609531,16549,1403733,165372,,,2211,126216142,1,Japan,,
2021-09-09,22908236,1619925,16637,1423240,157883,,,2173,126216142,1,Japan,,
2021-09-10,23031326,1628806,16705,1441904,150173,,,2125,126216142,1,Japan,,
2021-09-11,23179341,1637606,16761,1460881,141109,,,2057,126216142,1,Japan,,
2021-09-12,23260165,1644819,16802,1477532,133672,,,2010,126216142,1,Japan,,
2021-09-13,23306327,1648992,16851,1494850,123929,,,1975,126216142,1,Japan,,
2021-09-14,23428435,1655271,16907,1511530,112321,,,1905,126216142,1,Japan,,
2021-09-15,23529970,1662079,16980,1525238,104191,,,1834,126216142,1,Japan,,
2021-09-16,23638872,1667783,17043,1539284,96735,,,1743,126216142,1,Japan,,
2021-09-17,23738142,1672883,17107,1551195,90745,,,1615,126216142,1,Japan,,
2021-09-18,23909407,1677582,17170,1563492,84010,,,1559,126216142,1,Japan,,
2021-09-19,23971257,1680978,17211,1575284,77336,,,1496,126216142,1,Japan,,
2021-09-20,24012784,1683199,17234,1585517,70764,,,1454,126216142,1,Japan,,
2021-09-21,24041060,1684968,17281,1593449,65287,,,1429,126216142,1,Japan,,
2021-09-22,24129368,1688208,17335,1603017,58294,,,1383,126216142,1,Japan,,
2021-09-23,24224696,1691809,17384,1612216,51785,,,1273,126216142,1,Japan,,
2021-09-24,24274974,1693904,17429,1619606,47676,,,1228,126216142,1,Japan,,
2021-09-25,24412989,1696574,17462,1627054,43010,,,1185,126216142,1,Japan,,
2021-09-26,24470974,1698710,17483,1633059,39504,,,1133,126216142,1,Japan,,
2021-09-27,24500691,1699858,17511,1637970,36804,,,1106,126216142,1,Japan,,
2021-09-28,24584097,1701580,17561,1642239,33981,,,1062,126216142,1,Japan,,
2021-09-29,24664101,1703563,17609,1646703,31048,,,998,126216142,1,Japan,,
2021-09-30,24751115,1705138,17651,1651617,28074,,,932,126216142,1,Japan,,
2021-10-01,24821702,1706578,17685,1655619,25647,,,778,126216142,1,Japan,,
2021-10-02,24906238,1707820,17717,1659233,23589,,,719,126216142,1,Japan,,
2021-10-03,24963177,1708787,17734,1662931,21167,,,696,126216142,1,Japan,,
2021-10-04,24987997,1709386,17758,1666054,18996,,,693,126216142,1,Japan,,
2021-10-05,25056205,1710361,17794,1668221,17594,,,655,126216142,1,Japan,,
2021-10-06,25120205,1711486,17820,1670990,15690,,,612,126216142,1,Japan,,
2021-10-07,25190326,1712457,17859,1673459,14263,,,595,126216142,1,Japan,,
2021-10-08,25252386,1713281,17905,1675789,12948,,,526,126216142,1,Japan,,
2021-10-09,25322667,1714055,17929,1677619,12035,,,501,126216142,1,Japan,,
2021-10-10,25374183,1714606,17939,1679427,10991,,,483,126216142,1,Japan,,
2021-10-11,25400317,1714975,17959,1680509,10469,,,478,126216142,1,Japan,,
2021-10-12,25462130,1715578,17987,1681755,9654,,,444,126216142,1,Japan,,
2021-10-13,25521756,1716308,18020,1683218,8719,,,413,126216142,1,Japan,,
2021-10-14,25581593,1716925,18053,1684444,8156,,,381,126216142,1,Japan,,
2021-10-15,25658563,1717451,18076,1685519,7685,,,357,126216142,1,Japan,,
2021-10-16,25725966,1717957,18091,1686597,7217,,,335,126216142,1,Japan,,
2021-10-17,25770955,1718383,18104,1687598,6726,,,317,126216142,1,Japan,,
2021-10-18,25792247,1718612,18121,1688257,6436,,,312,126216142,1,Japan,,
2021-10-19,25848086,1718981,18148,1688992,6031,,,294,126216142,1,Japan,,
2021-10-20,25901574,1719367,18158,1689766,5583,,,276,126216142,1,Japan,,
2021-10-21,25971229,1719710,18174,1690613,5166,,,260,126216142,1,Japan,,
2021-10-22,26021893,1720034,18186,1691243,4871,,,217,126216142,1,Japan,,
2021-10-23,26052518,1720313,18191,1691997,4471,,,208,126216142,1,Japan,,
2021-10-24,26098304,1720542,18199,1692577,4189,,,208,126216142,1,Japan,,
2021-10-25,26120476,1720693,18206,1692985,4010,,,202,126216142,1,Japan,,
2021-10-26,26183287,1721002,18221,1693374,3782,,,197,126216142,1,Japan,,
2021-10-27,26238719,1721311,18228,1694010,3405,,,184,126216142,1,Japan,,
2021-10-28,26297440,1721584,18237,1694486,3252,,,177,126216142,1,Japan,,
2021-10-29,26356006,1721873,18253,1694910,3104,,,145,126216142,1,Japan,,
2021-10-30,26421637,1722155,18260,1699431,2913,,,134,126216142,1,Japan,,
2021-10-31,26466988,1722382,18267,1699766,2832,,,124,126216142,1,Japan,,
2021-11-01,26486665,1722466,18274,1700014,2844,,,122,126216142,1,Japan,,
2021-11-02,26540362,1722682,18281,1700309,2652,,,120,126216142,1,Japan,,
2021-11-03,26599766,1722938,18289,1700659,2479,,,115,126216142,1,Japan,,
2021-11-04,26624690,1723095,18295,1700963,2394,,,109,126216142,1,Japan,,
2021-11-05,26686612,1723317,18307,1701221,2348,,,103,126216142,1,Japan,,
2021-11-06,26748847,1723558,18309,1701573,2227,,,100,126216142,1,Japan,,
2021-11-07,26786668,1723718,18309,1701827,2186,,,100,126216142,1,Japan,,
2021-11-08,26806898,1723820,18312,1701999,2204,,,101,126216142,1,Japan,,
2021-11-09,26863887,1724020,18315,1702232,2099,,,99,126216142,1,Japan,,
2021-11-10,26916652,1724219,18318,1703945,1959,,,96,126216142,1,Japan,,
2021-11-11,26985365,1724434,18322,1704165,1934,,,92,126216142,1,Japan,,
2021-11-12,27039631,1724632,18323,1704385,1936,,,87,126216142,1,Japan,,
2021-11-13,27109671,1724830,18324,1704662,1904,,,83,126216142,1,Japan,,
2021-11-14,27148471,1724962,18326,1704880,1870,,,85,126216142,1,Japan,,
2021-11-15,27171066,1725040,18327,1705038,1860,,,85,126216142,1,Japan,,
2021-11-16,27223924,1725194,18331,1705218,1791,,,82,126216142,1,Japan,,
2021-11-17,27274628,1725397,18336,1705493,1611,,,78,126216142,1,Japan,,
2021-11-18,27333495,1725557,18341,1705677,1597,,,76,126216142,1,Japan,,
2021-11-19,27387016,1725712,18341,1705863,1577,,,62,126216142,1,Japan,,
2021-11-20,27448895,1725824,18346,1706116,1552,,,62,126216142,1,Japan,,
2021-11-21,27484507,1725967,18346,1706292,1472,,,62,126216142,1,Japan,,
2021-11-22,27503645,1726016,18348,1706425,1469,,,63,126216142,1,Japan,,
2021-11-23,27551935,1726128,18350,1706547,1420,,,60,126216142,1,Japan,,
2021-11-24,27579308,1726203,18352,1706735,1315,,,58,126216142,1,Japan,,
