date,tests,confirmed,deaths,recovered,hosp,vent,icu,severe,population,administrative_area_level,administrative_area_level_1,administrative_area_level_2,jis_code
2021-04-21,86936,3283,75,2833,318,,,16,1779770,2,Japan,Mie,24
2021-04-21,97880,3323,61,2855,361,,,3,1413959,2,Japan,Shiga,25
2021-04-21,198192,11279,179,9868,986,,,10,2583140,2,Japan,Kyoto,26
2021-04-21,1266690,71080,1301,54022,13898,,,317,8823453,2,Japan,Osaka,27
2021-04-21,345533,27010,637,21410,3996,,,81,5463609,2,Japan,Hyogo,28
2021-04-21,114932,5259,64,4307,875,,,22,1331330,2,Japan,Nara,29
2021-04-21,30171,1898,20,1461,353,,,48,923721,2,Japan,Wakayama,30
2021-04-21,57886,351,2,246,90,,,0,555663,2,Japan,Tottori,31
2021-04-21,18895,310,0,292,6,,,0,673891,2,Japan,Shimane,32
2021-04-21,89012,3340,37,2742,246,,,4,1891346,2,Japan,Okayama,33
2021-04-21,204294,5531,108,5173,169,,,1,2807987,2,Japan,Hiroshima,34
2021-04-21,74020,1617,43,1406,144,,,0,1355495,2,Japan,Yamaguchi,35
2021-04-21,38873,1000,28,621,315,,,7,728633,2,Japan,Tokushima,36
2021-04-21,57847,1101,20,935,129,,,3,956069,2,Japan,Kagawa,37
2021-04-21,52679,2051,29,1626,344,,,7,1338811,2,Japan,Ehime,38
2021-04-21,7610,972,19,926,25,,,1,697674,2,Japan,Kochi,39
2021-04-21,556925,20753,345,19003,1012,,,13,5110113,2,Japan,Fukuoka,40
2021-04-21,35492,1420,13,1257,120,,,0,814211,2,Japan,Saga,41
2021-04-21,86258,1807,40,1612,140,,,1,1325205,2,Japan,Nagasaki,42
2021-04-21,60343,3727,77,3472,152,,,3,1746740,2,Japan,Kumamoto,43
2021-04-21,102483,1415,23,1322,41,,,1,1134431,2,Japan,Oita,44
2021-04-21,27921,2064,22,1979,52,,,0,1072077,2,Japan,Miyazaki,45
2021-04-21,78865,1985,28,1884,71,,,0,1599984,2,Japan,Kagoshima,46
2021-04-21,181529,11714,130,10271,1251,,,10,1454184,2,Japan,Okinawa,47
2021-04-21,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-04-21,624815,2621,3,2450,147,,,0,,1,Japan,Quarantine,
2021-04-21,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-04-21,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2021-04-22,499805,22842,821,20797,1042,,,24,5248552,2,Japan,Hokkaido,01
2021-04-22,30552,1408,20,1161,195,,,0,1246138,2,Japan,Aomori,02
2021-04-22,53052,802,31,716,47,,,1,1226430,2,Japan,Iwate,03
2021-04-22,112508,7810,54,6843,794,,,18,2303160,2,Japan,Miyagi,04
2021-04-22,9367,399,9,323,63,,,1,965968,2,Japan,Akita,05
2021-04-22,44283,1390,30,1150,201,,,5,1077057,2,Japan,Yamagata,06
2021-04-22,174546,3108,120,2660,282,,,12,1847950,2,Japan,Fukushima,07
2021-04-22,28679,7666,130,7006,443,,,12,2868041,2,Japan,Ibaraki,08
2021-04-22,191211,5150,70,4873,185,,,3,1942312,2,Japan,Tochigi,09
2021-04-22,130760,5602,102,5181,283,,,4,1937626,2,Japan,Gunma,10
2021-04-22,720404,36234,734,33368,1901,,,30,7337330,2,Japan,Saitama,11
2021-04-22,518752,32055,613,30163,1157,,,11,6279026,2,Japan,Chiba,12
2021-04-22,1933755,132887,1864,124872,5314,,,48,13942856,2,Japan,Tokyo,13
2021-04-22,770853,51746,805,49027,1601,,,28,9200166,2,Japan,Kanagawa,14
2021-04-22,98844,2064,18,1703,312,,,3,2222004,2,Japan,Niigata,15
2021-04-22,48059,1202,29,1017,140,,,1,1042998,2,Japan,Toyama,16
2021-04-22,67232,2279,68,1959,219,,,12,1137181,2,Japan,Ishikawa,17
2021-04-22,42922,817,31,613,135,,,1,767742,2,Japan,Fukui,18
2021-04-22,35312,1113,19,1011,65,,,1,812056,2,Japan,Yamanashi,19
2021-04-22,138456,3635,54,3139,387,,,2,2049023,2,Japan,Nagano,20
2021-04-22,177649,5375,129,5018,301,,,4,1988931,2,Japan,Gifu,21
2021-04-22,278881,6239,121,5834,253,,,3,3639226,2,Japan,Shizuoka,22
2021-04-22,523282,31147,616,27708,2185,,,15,7552873,2,Japan,Aichi,23
2021-04-22,86936,3351,75,2852,356,,,16,1779770,2,Japan,Mie,24
2021-04-22,98332,3364,61,2864,398,,,4,1413959,2,Japan,Shiga,25
2021-04-22,200233,11427,181,9966,1008,,,12,2583140,2,Japan,Kyoto,26
2021-04-22,1282070,72247,1309,54466,14736,,,322,8823453,2,Japan,Osaka,27
2021-04-22,348467,27553,645,21679,4147,,,89,5463609,2,Japan,Hyogo,28
2021-04-22,116246,5384,65,4377,919,,,21,1331330,2,Japan,Nara,29
2021-04-22,30171,1943,20,1483,367,,,49,923721,2,Japan,Wakayama,30
2021-04-22,58327,352,2,255,83,,,0,555663,2,Japan,Tottori,31
2021-04-22,18895,320,0,301,9,,,0,673891,2,Japan,Shimane,32
2021-04-22,89012,3385,37,2742,246,,,4,1891346,2,Japan,Okayama,33
2021-04-22,216159,5571,109,5189,177,,,2,2807987,2,Japan,Hiroshima,34
2021-04-22,77872,1639,43,1411,163,,,0,1355495,2,Japan,Yamaguchi,35
2021-04-22,39353,1034,29,638,334,,,7,728633,2,Japan,Tokushima,36
2021-04-22,58421,1123,20,941,141,,,3,956069,2,Japan,Kagawa,37
2021-04-22,53537,2080,29,1654,368,,,8,1338811,2,Japan,Ehime,38
2021-04-22,7643,975,19,929,25,,,0,697674,2,Japan,Kochi,39
2021-04-22,562560,21021,345,19061,1103,,,14,5110113,2,Japan,Fukuoka,40
2021-04-22,35830,1452,13,1256,151,,,0,814211,2,Japan,Saga,41
2021-04-22,86946,1852,40,1620,147,,,1,1325205,2,Japan,Nagasaki,42
2021-04-22,60343,3767,77,3474,176,,,3,1746740,2,Japan,Kumamoto,43
2021-04-22,103306,1457,24,1322,70,,,1,1134431,2,Japan,Oita,44
2021-04-22,27993,2076,22,1982,49,,,0,1072077,2,Japan,Miyazaki,45
2021-04-22,79223,1992,28,1880,77,,,0,1599984,2,Japan,Kagoshima,46
2021-04-22,183347,11833,130,10324,1293,,,10,1454184,2,Japan,Okinawa,47
2021-04-22,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-04-22,625962,2634,3,2469,139,,,0,,1,Japan,Quarantine,
2021-04-22,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-04-22,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2021-04-23,504036,23000,826,20894,1076,,,25,5248552,2,Japan,Hokkaido,01
2021-04-23,30897,1435,20,1172,216,,,0,1246138,2,Japan,Aomori,02
2021-04-23,53589,811,31,729,42,,,1,1226430,2,Japan,Iwate,03
2021-04-23,113960,7835,57,6895,838,,,19,2303160,2,Japan,Miyagi,04
2021-04-23,9437,402,9,326,64,,,1,965968,2,Japan,Akita,05
2021-04-23,44638,1411,30,1168,192,,,5,1077057,2,Japan,Yamagata,06
2021-04-23,176193,3148,121,2671,303,,,10,1847950,2,Japan,Fukushima,07
2021-04-23,28796,7729,131,7037,499,,,10,2868041,2,Japan,Ibaraki,08
2021-04-23,192484,5173,70,4890,190,,,4,1942312,2,Japan,Tochigi,09
2021-04-23,131474,5637,102,5193,307,,,4,1937626,2,Japan,Gunma,10
2021-04-23,724184,36441,734,33543,1959,,,33,7337330,2,Japan,Saitama,11
2021-04-23,531072,32194,614,30267,1192,,,11,6279026,2,Japan,Chiba,12
2021-04-23,1944560,133645,1869,125442,5597,,,48,13942856,2,Japan,Tokyo,13
2021-04-23,774760,51972,808,49200,1745,,,28,9200166,2,Japan,Kanagawa,14
2021-04-23,100067,2108,18,1716,330,,,2,2222004,2,Japan,Niigata,15
2021-04-23,48375,1229,29,1032,141,,,3,1042998,2,Japan,Toyama,16
2021-04-23,67739,2309,68,1971,238,,,9,1137181,2,Japan,Ishikawa,17
2021-04-23,43773,831,32,618,168,,,1,767742,2,Japan,Fukui,18
2021-04-23,35312,1117,19,1020,63,,,1,812056,2,Japan,Yamanashi,19
2021-04-23,140370,3675,54,3190,391,,,4,2049023,2,Japan,Nagano,20
2021-04-23,179305,5416,130,5047,316,,,4,1988931,2,Japan,Gifu,21
2021-04-23,280654,6267,121,5845,261,,,3,3639226,2,Japan,Shizuoka,22
2021-04-23,527141,31431,618,27801,2402,,,15,7552873,2,Japan,Aichi,23
2021-04-23,86936,3418,76,2858,418,,,16,1779770,2,Japan,Mie,24
2021-04-23,98992,3432,61,2912,391,,,5,1413959,2,Japan,Shiga,25
2021-04-23,202076,11556,181,10008,1094,,,9,2583140,2,Japan,Kyoto,26
2021-04-23,1297933,73408,1324,54970,15317,,,328,8823453,2,Japan,Osaka,27
2021-04-23,351769,28117,653,22390,3990,,,87,5463609,2,Japan,Hyogo,28
2021-04-23,117790,5475,67,4442,979,,,22,1331330,2,Japan,Nara,29
2021-04-23,30171,1979,22,1508,384,,,54,923721,2,Japan,Wakayama,30
2021-04-23,58639,352,2,262,81,,,0,555663,2,Japan,Tottori,31
2021-04-23,19437,324,0,301,19,,,0,673891,2,Japan,Shimane,32
2021-04-23,89012,3447,38,2742,246,,,4,1891346,2,Japan,Okayama,33
2021-04-23,223467,5622,109,5209,193,,,3,2807987,2,Japan,Hiroshima,34
2021-04-23,77872,1673,43,1413,184,,,0,1355495,2,Japan,Yamaguchi,35
2021-04-23,39798,1068,31,659,346,,,7,728633,2,Japan,Tokushima,36
2021-04-23,58870,1136,20,961,143,,,3,956069,2,Japan,Kagawa,37
2021-04-23,54073,2132,29,1681,370,,,7,1338811,2,Japan,Ehime,38
2021-04-23,7663,980,19,932,24,,,0,697674,2,Japan,Kochi,39
2021-04-23,566531,21260,345,19121,1287,,,14,5110113,2,Japan,Fukuoka,40
2021-04-23,36180,1477,13,1260,179,,,0,814211,2,Japan,Saga,41
2021-04-23,87425,1887,40,1624,188,,,1,1325205,2,Japan,Nagasaki,42
2021-04-23,61319,3804,77,3487,203,,,5,1746740,2,Japan,Kumamoto,43
2021-04-23,104118,1502,24,1328,105,,,1,1134431,2,Japan,Oita,44
2021-04-23,28287,2085,22,1995,56,,,0,1072077,2,Japan,Miyazaki,45
2021-04-23,79584,2003,28,1889,75,,,0,1599984,2,Japan,Kagoshima,46
2021-04-23,183885,11916,133,10424,1313,,,9,1454184,2,Japan,Okinawa,47
2021-04-23,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-04-23,627660,2638,3,2475,146,,,0,,1,Japan,Quarantine,
2021-04-23,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-04-23,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2021-04-24,506917,23160,832,20980,1127,,,25,5248552,2,Japan,Hokkaido,01
2021-04-24,31106,1462,21,1178,237,,,0,1246138,2,Japan,Aomori,02
2021-04-24,53943,838,31,732,48,,,1,1226430,2,Japan,Iwate,03
2021-04-24,114875,7871,59,7010,759,,,17,2303160,2,Japan,Miyagi,04
2021-04-24,9637,413,9,331,62,,,0,965968,2,Japan,Akita,05
2021-04-24,44981,1423,30,1189,192,,,5,1077057,2,Japan,Yamagata,06
2021-04-24,178294,3181,121,2697,330,,,11,1847950,2,Japan,Fukushima,07
2021-04-24,28924,7811,131,7079,519,,,10,2868041,2,Japan,Ibaraki,08
2021-04-24,193528,5199,70,4913,190,,,4,1942312,2,Japan,Tochigi,09
2021-04-24,131991,5686,103,5236,299,,,4,1937626,2,Japan,Gunma,10
2021-04-24,728120,36670,737,33664,2045,,,30,7337330,2,Japan,Saitama,11
2021-04-24,532307,32341,615,30378,1219,,,11,6279026,2,Japan,Chiba,12
2021-04-24,1955136,134520,1872,125991,5802,,,52,13942856,2,Japan,Tokyo,13
2021-04-24,779963,52188,812,49353,1816,,,31,9200166,2,Japan,Kanagawa,14
2021-04-24,101380,2145,18,1754,336,,,2,2222004,2,Japan,Niigata,15
2021-04-24,48632,1244,29,1052,148,,,3,1042998,2,Japan,Toyama,16
2021-04-24,68389,2346,68,1987,252,,,11,1137181,2,Japan,Ishikawa,17
2021-04-24,44298,843,33,630,169,,,2,767742,2,Japan,Fukui,18
2021-04-24,35312,1131,19,1029,65,,,1,812056,2,Japan,Yamanashi,19
2021-04-24,141593,3715,58,3232,389,,,4,2049023,2,Japan,Nagano,20
2021-04-24,180518,5473,130,5075,330,,,3,1988931,2,Japan,Gifu,21
2021-04-24,280654,6294,121,5875,265,,,3,3639226,2,Japan,Shizuoka,22
2021-04-24,530413,31770,619,28011,2485,,,16,7552873,2,Japan,Aichi,23
2021-04-24,91905,3490,77,2882,460,,,17,1779770,2,Japan,Mie,24
2021-04-24,100311,3499,61,2923,448,,,5,1413959,2,Japan,Shiga,25
2021-04-24,203699,11730,182,10104,1142,,,9,2583140,2,Japan,Kyoto,26
2021-04-24,1315417,74505,1340,55555,15874,,,334,8823453,2,Japan,Osaka,27
2021-04-24,355546,28746,657,22763,4156,,,88,5463609,2,Japan,Hyogo,28
2021-04-24,118912,5579,69,4506,1000,,,19,1331330,2,Japan,Nara,29
2021-04-24,30171,2010,22,1547,379,,,56,923721,2,Japan,Wakayama,30
2021-04-24,59075,356,2,270,74,,,0,555663,2,Japan,Tottori,31
2021-04-24,19437,329,0,296,28,,,0,673891,2,Japan,Shimane,32
2021-04-24,89012,3536,38,2907,396,,,11,1891346,2,Japan,Okayama,33
2021-04-24,232883,5669,109,5223,219,,,3,2807987,2,Japan,Hiroshima,34
2021-04-24,77872,1696,43,1419,212,,,0,1355495,2,Japan,Yamaguchi,35
2021-04-24,40362,1115,32,685,352,,,7,728633,2,Japan,Tokushima,36
2021-04-24,59274,1145,20,965,152,,,4,956069,2,Japan,Kagawa,37
2021-04-24,56885,2164,30,1715,388,,,9,1338811,2,Japan,Ehime,38
2021-04-24,7672,982,19,933,28,,,0,697674,2,Japan,Kochi,39
2021-04-24,572011,21580,346,19168,1506,,,12,5110113,2,Japan,Fukuoka,40
2021-04-24,36180,1500,13,1260,179,,,0,814211,2,Japan,Saga,41
2021-04-24,88116,1923,40,1627,220,,,1,1325205,2,Japan,Nagasaki,42
2021-04-24,61660,3842,77,3487,203,,,5,1746740,2,Japan,Kumamoto,43
2021-04-24,104856,1578,24,1331,147,,,1,1134431,2,Japan,Oita,44
2021-04-24,28570,2120,22,2001,58,,,0,1072077,2,Japan,Miyazaki,45
2021-04-24,79790,2010,28,1900,75,,,0,1599984,2,Japan,Kagoshima,46
2021-04-24,185402,12030,133,10534,1285,,,10,1454184,2,Japan,Okinawa,47
2021-04-24,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-04-24,629233,2644,3,2493,132,,,0,,1,Japan,Quarantine,
2021-04-24,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-04-24,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2021-04-25,509854,23270,837,21072,1194,,,24,5248552,2,Japan,Hokkaido,01
2021-04-25,31260,1482,22,1191,250,,,0,1246138,2,Japan,Aomori,02
2021-04-25,54323,848,31,737,70,,,1,1226430,2,Japan,Iwate,03
2021-04-25,115217,7902,60,7101,684,,,15,2303160,2,Japan,Miyagi,04
2021-04-25,9637,414,9,333,71,,,0,965968,2,Japan,Akita,05
2021-04-25,44988,1441,32,1211,182,,,5,1077057,2,Japan,Yamagata,06
2021-04-25,179405,3198,121,2721,339,,,11,1847950,2,Japan,Fukushima,07
2021-04-25,28924,7887,132,7143,537,,,11,2868041,2,Japan,Ibaraki,08
2021-04-25,194732,5227,70,4938,191,,,4,1942312,2,Japan,Tochigi,09
2021-04-25,131991,5724,103,5290,293,,,4,1937626,2,Japan,Gunma,10
2021-04-25,732366,36880,737,33825,2111,,,32,7337330,2,Japan,Saitama,11
2021-04-25,533397,32487,616,30508,1234,,,14,6279026,2,Japan,Chiba,12
2021-04-25,1962066,135153,1876,126617,6049,,,51,13942856,2,Japan,Tokyo,13
2021-04-25,779963,52409,812,49511,1871,,,28,9200166,2,Japan,Kanagawa,14
2021-04-25,101809,2177,18,1754,373,,,2,2222004,2,Japan,Niigata,15
2021-04-25,48632,1254,29,1066,149,,,5,1042998,2,Japan,Toyama,16
2021-04-25,68927,2366,69,2005,271,,,11,1137181,2,Japan,Ishikawa,17
2021-04-25,45182,849,33,637,173,,,2,767742,2,Japan,Fukui,18
2021-04-25,35312,1138,19,1029,65,,,1,812056,2,Japan,Yamanashi,19
2021-04-25,141593,3735,62,3254,403,,,4,2049023,2,Japan,Nagano,20
2021-04-25,181746,5513,130,5103,360,,,4,1988931,2,Japan,Gifu,21
2021-04-25,280654,6318,121,5902,246,,,3,3639226,2,Japan,Shizuoka,22
2021-04-25,530413,31995,619,28180,2596,,,20,7552873,2,Japan,Aichi,23
2021-04-25,91905,3526,77,2915,498,,,16,1779770,2,Japan,Mie,24
2021-04-25,100656,3521,61,2926,512,,,5,1413959,2,Japan,Shiga,25
2021-04-25,203699,11879,182,10104,1142,,,12,2583140,2,Japan,Kyoto,26
2021-04-25,1332372,75555,1361,56378,16124,,,348,8823453,2,Japan,Osaka,27
2021-04-25,359038,29218,659,23113,4365,,,89,5463609,2,Japan,Hyogo,28
2021-04-25,118912,5669,71,4552,1057,,,21,1331330,2,Japan,Nara,29
2021-04-25,30171,2033,22,1573,383,,,55,923721,2,Japan,Wakayama,30
2021-04-25,59150,359,2,275,70,,,0,555663,2,Japan,Tottori,31
2021-04-25,19437,332,0,296,33,,,0,673891,2,Japan,Shimane,32
2021-04-25,95544,3601,38,2907,396,,,11,1891346,2,Japan,Okayama,33
2021-04-25,232883,5701,109,5253,240,,,3,2807987,2,Japan,Hiroshima,34
2021-04-25,77872,1718,43,1429,225,,,0,1355495,2,Japan,Yamaguchi,35
2021-04-25,40789,1159,35,712,371,,,7,728633,2,Japan,Tokushima,36
2021-04-25,59782,1153,21,981,145,,,4,956069,2,Japan,Kagawa,37
2021-04-25,57490,2192,32,1744,390,,,9,1338811,2,Japan,Ehime,38
2021-04-25,7705,989,19,936,27,,,0,697674,2,Japan,Kochi,39
2021-04-25,577100,21913,346,19237,1678,,,14,5110113,2,Japan,Fukuoka,40
2021-04-25,36180,1524,13,1260,179,,,0,814211,2,Japan,Saga,41
2021-04-25,88894,1947,40,1629,254,,,1,1325205,2,Japan,Nagasaki,42
2021-04-25,62103,3901,77,3487,203,,,5,1746740,2,Japan,Kumamoto,43
2021-04-25,106061,1641,24,1333,213,,,1,1134431,2,Japan,Oita,44
2021-04-25,28570,2136,22,2008,86,,,0,1072077,2,Japan,Miyazaki,45
2021-04-25,79790,2024,28,1900,82,,,0,1599984,2,Japan,Kagoshima,46
2021-04-25,185656,12096,133,10647,1289,,,11,1454184,2,Japan,Okinawa,47
2021-04-25,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-04-25,631409,2647,3,2499,132,,,0,,1,Japan,Quarantine,
2021-04-25,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-04-25,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2021-04-26,512060,23409,843,21108,1256,,,24,5248552,2,Japan,Hokkaido,01
2021-04-26,31293,1489,22,1202,258,,,0,1246138,2,Japan,Aomori,02
2021-04-26,54585,851,31,739,78,,,2,1226430,2,Japan,Iwate,03
2021-04-26,115308,7915,60,7149,681,,,16,2303160,2,Japan,Miyagi,04
2021-04-26,9637,417,9,336,69,,,0,965968,2,Japan,Akita,05
2021-04-26,44992,1460,32,1227,182,,,5,1077057,2,Japan,Yamagata,06
2021-04-26,180190,3216,121,2747,330,,,11,1847950,2,Japan,Fukushima,07
2021-04-26,28924,7922,133,7197,558,,,13,2868041,2,Japan,Ibaraki,08
2021-04-26,195374,5241,71,4948,209,,,4,1942312,2,Japan,Tochigi,09
2021-04-26,131991,5754,103,5309,312,,,3,1937626,2,Japan,Gunma,10
2021-04-26,733863,36989,738,33994,2152,,,29,7337330,2,Japan,Saitama,11
2021-04-26,533805,32577,616,30689,1198,,,16,6279026,2,Japan,Chiba,12
2021-04-26,1962066,135578,1876,127263,6034,,,50,13942856,2,Japan,Tokyo,13
2021-04-26,779963,52569,812,49712,1887,,,37,9200166,2,Japan,Kanagawa,14
2021-04-26,102304,2191,18,1754,405,,,2,2222004,2,Japan,Niigata,15
2021-04-26,48632,1263,29,1072,153,,,5,1042998,2,Japan,Toyama,16
2021-04-26,69063,2381,69,2019,277,,,11,1137181,2,Japan,Ishikawa,17
2021-04-26,45455,858,33,638,178,,,3,767742,2,Japan,Fukui,18
2021-04-26,35312,1148,19,1029,65,,,1,812056,2,Japan,Yamanashi,19
2021-04-26,141593,3741,62,3281,392,,,5,2049023,2,Japan,Nagano,20
2021-04-26,181992,5544,131,5133,372,,,6,1988931,2,Japan,Gifu,21
2021-04-26,280654,6326,121,5910,284,,,3,3639226,2,Japan,Shizuoka,22
2021-04-26,530413,32156,619,28340,2773,,,20,7552873,2,Japan,Aichi,23
2021-04-26,91905,3558,77,2915,534,,,14,1779770,2,Japan,Mie,24
2021-04-26,100974,3553,61,3003,457,,,4,1413959,2,Japan,Shiga,25
2021-04-26,203699,11998,182,10104,1142,,,12,2583140,2,Japan,Kyoto,26
2021-04-26,1347565,76477,1376,56828,16692,,,362,8823453,2,Japan,Osaka,27
2021-04-26,361841,29527,663,23594,4511,,,89,5463609,2,Japan,Hyogo,28
2021-04-26,118912,5725,71,4592,1103,,,20,1331330,2,Japan,Nara,29
2021-04-26,30171,2049,24,1594,385,,,55,923721,2,Japan,Wakayama,30
2021-04-26,59348,364,2,281,66,,,0,555663,2,Japan,Tottori,31
2021-04-26,19437,335,0,295,37,,,0,673891,2,Japan,Shimane,32
2021-04-26,95544,3639,38,2907,396,,,11,1891346,2,Japan,Okayama,33
2021-04-26,237949,5734,109,5277,259,,,3,2807987,2,Japan,Hiroshima,34
2021-04-26,77872,1724,43,1433,242,,,1,1355495,2,Japan,Yamaguchi,35
2021-04-26,41222,1188,37,746,378,,,7,728633,2,Japan,Tokushima,36
2021-04-26,59782,1164,21,992,141,,,4,956069,2,Japan,Kagawa,37
2021-04-26,57611,2213,32,1768,392,,,11,1338811,2,Japan,Ehime,38
2021-04-26,7710,996,19,938,32,,,2,697674,2,Japan,Kochi,39
2021-04-26,580261,22067,348,19360,1875,,,16,5110113,2,Japan,Fukuoka,40
2021-04-26,37237,1535,13,1293,218,,,5,814211,2,Japan,Saga,41
2021-04-26,88968,1967,40,1629,278,,,1,1325205,2,Japan,Nagasaki,42
2021-04-26,62103,3953,77,3487,203,,,5,1746740,2,Japan,Kumamoto,43
2021-04-26,106440,1674,24,1335,282,,,1,1134431,2,Japan,Oita,44
2021-04-26,28570,2141,22,2011,99,,,0,1072077,2,Japan,Miyazaki,45
2021-04-26,79790,2037,28,1914,82,,,0,1599984,2,Japan,Kagoshima,46
2021-04-26,185656,12140,133,10742,1260,,,9,1454184,2,Japan,Okinawa,47
2021-04-26,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-04-26,633273,2663,3,2502,135,,,0,,1,Japan,Quarantine,
2021-04-26,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-04-26,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2021-04-27,513838,23530,849,21170,1325,,,25,5248552,2,Japan,Hokkaido,01
2021-04-27,31534,1503,22,1236,231,,,0,1246138,2,Japan,Aomori,02
2021-04-27,54744,858,31,744,76,,,2,1226430,2,Japan,Iwate,03
2021-04-27,116146,7951,63,7220,628,,,16,2303160,2,Japan,Miyagi,04
2021-04-27,9948,425,9,344,64,,,0,965968,2,Japan,Akita,05
2021-04-27,46448,1467,32,1233,195,,,5,1077057,2,Japan,Yamagata,06
2021-04-27,181078,3237,123,2763,332,,,11,1847950,2,Japan,Fukushima,07
2021-04-27,29325,7970,133,7248,541,,,15,2868041,2,Japan,Ibaraki,08
2021-04-27,195757,5280,71,4972,199,,,4,1942312,2,Japan,Tochigi,09
2021-04-27,133234,5803,103,5337,314,,,3,1937626,2,Japan,Gunma,10
2021-04-27,737021,37172,739,34222,2033,,,30,7337330,2,Japan,Saitama,11
2021-04-27,536166,32705,618,30769,1208,,,17,6279026,2,Japan,Chiba,12
2021-04-27,1975748,136408,1879,127860,5862,,,55,13942856,2,Japan,Tokyo,13
2021-04-27,788782,52781,814,49953,1806,,,35,9200166,2,Japan,Kanagawa,14
2021-04-27,103993,2216,22,1804,370,,,2,2222004,2,Japan,Niigata,15
2021-04-27,49195,1279,29,1086,148,,,5,1042998,2,Japan,Toyama,16
2021-04-27,69195,2399,69,2039,272,,,11,1137181,2,Japan,Ishikawa,17
2021-04-27,45505,863,33,640,176,,,3,767742,2,Japan,Fukui,18
2021-04-27,35312,1169,19,1040,79,,,1,812056,2,Japan,Yamanashi,19
2021-04-27,143675,3762,66,3326,353,,,5,2049023,2,Japan,Nagano,20
2021-04-27,182367,5597,131,5156,380,,,5,1988931,2,Japan,Gifu,21
2021-04-27,284390,6357,121,5989,217,,,1,3639226,2,Japan,Shizuoka,22
2021-04-27,538780,32437,624,28515,2823,,,21,7552873,2,Japan,Aichi,23
2021-04-27,91905,3602,79,2938,543,,,12,1779770,2,Japan,Mie,24
2021-04-27,101680,3597,61,3035,457,,,4,1413959,2,Japan,Shiga,25
2021-04-27,207282,12110,185,10315,1384,,,16,2583140,2,Japan,Kyoto,26
2021-04-27,1360338,77707,1390,57321,17085,,,369,8823453,2,Japan,Osaka,27
2021-04-27,364605,30029,668,24052,4524,,,90,5463609,2,Japan,Hyogo,28
2021-04-27,121657,5799,72,4714,1038,,,20,1331330,2,Japan,Nara,29
2021-04-27,30171,2076,25,1630,363,,,52,923721,2,Japan,Wakayama,30
2021-04-27,59994,365,2,285,64,,,0,555663,2,Japan,Tottori,31
2021-04-27,19437,338,0,297,38,,,0,673891,2,Japan,Shimane,32
2021-04-27,95544,3686,40,2907,396,,,11,1891346,2,Japan,Okayama,33
2021-04-27,237949,5781,109,5277,259,,,4,2807987,2,Japan,Hiroshima,34
2021-04-27,77872,1764,43,1449,232,,,1,1355495,2,Japan,Yamaguchi,35
2021-04-27,41480,1203,38,765,386,,,6,728633,2,Japan,Tokushima,36
2021-04-27,60207,1180,21,1004,140,,,4,956069,2,Japan,Kagawa,37
2021-04-27,57959,2241,33,1807,374,,,11,1338811,2,Japan,Ehime,38
2021-04-27,7743,1010,19,938,39,,,2,697674,2,Japan,Kochi,39
2021-04-27,582365,22342,348,19431,2138,,,19,5110113,2,Japan,Fukuoka,40
2021-04-27,37388,1550,13,1312,210,,,5,814211,2,Japan,Saga,41
2021-04-27,89490,2010,40,1651,276,,,1,1325205,2,Japan,Nagasaki,42
2021-04-27,62491,3999,77,3522,354,,,6,1746740,2,Japan,Kumamoto,43
2021-04-27,106688,1725,24,1340,310,,,1,1134431,2,Japan,Oita,44
2021-04-27,29454,2151,22,2013,102,,,1,1072077,2,Japan,Miyazaki,45
2021-04-27,80588,2048,28,1918,91,,,0,1599984,2,Japan,Kagoshima,46
2021-04-27,187493,12225,134,10875,1171,,,9,1454184,2,Japan,Okinawa,47
2021-04-27,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-04-27,635804,2670,3,2523,127,,,0,,1,Japan,Quarantine,
2021-04-27,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-04-27,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2021-04-28,515853,23749,854,21282,1396,,,21,5248552,2,Japan,Hokkaido,01
2021-04-28,31979,1531,22,1255,226,,,0,1246138,2,Japan,Aomori,02
2021-04-28,55100,867,31,745,82,,,2,1226430,2,Japan,Iwate,03
2021-04-28,117404,7993,66,7311,557,,,13,2303160,2,Japan,Miyagi,04
