code,prefecture,total,first,second,category,date
40,福岡県,5124170,2767655,60812,elderly,20220516
41,佐賀県,818222,451392,10356,elderly,20220516
42,長崎県,1335938,804260,20028,elderly,20220516
43,熊本県,1758645,1066381,24846,elderly,20220516
44,大分県,1141741,641759,20008,elderly,20220516
45,宮崎県,1087241,605103,18625,elderly,20220516
46,鹿児島県,1617517,926120,28382,elderly,20220516
47,沖縄県,1485118,614570,17618,elderly,20220516
1,北海道,5226603,3091497,87698,elderly,20220523
2,青森県,1259615,776158,27303,elderly,20220523
3,岩手県,1220823,764070,30968,elderly,20220523
4,宮城県,2281989,1349283,45124,elderly,20220523
5,秋田県,971288,639715,25490,elderly,20220523
6,山形県,1069562,693712,24866,elderly,20220523
7,福島県,1862059,1173440,36560,elderly,20220523
8,茨城県,2907675,1774049,48705,elderly,20220523
9,栃木県,1955401,1152667,42591,elderly,20220523
10,群馬県,1958101,1196815,19776,elderly,20220523
11,埼玉県,7393799,4194176,126067,elderly,20220523
12,千葉県,6322892,3675656,104866,elderly,20220523
13,東京都,13843329,7824411,142034,elderly,20220523
14,神奈川県,9220206,5256101,130118,elderly,20220523
15,新潟県,2213174,1446895,37053,elderly,20220523
16,富山県,1047674,647498,16142,elderly,20220523
17,石川県,1132656,658283,16954,elderly,20220523
18,福井県,774583,468314,11055,elderly,20220523
19,山梨県,820997,494967,10559,elderly,20220523
20,長野県,2071737,1278470,33646,elderly,20220523
21,岐阜県,2016791,1227515,27933,elderly,20220523
22,静岡県,3686260,2166018,68217,elderly,20220523
23,愛知県,7558802,4133372,112846,elderly,20220523
24,三重県,1800557,1029603,30177,elderly,20220523
25,滋賀県,1418843,799764,20907,elderly,20220523
26,京都府,2530542,1361360,36523,elderly,20220523
27,大阪府,8839511,4462496,110651,elderly,20220523
28,兵庫県,5523625,3016584,67381,elderly,20220523
29,奈良県,1344739,780673,14386,elderly,20220523
30,和歌山県,944432,560302,8583,elderly,20220523
31,鳥取県,556788,323976,6954,elderly,20220523
32,島根県,672815,400895,12420,elderly,20220523
33,岡山県,1893791,1058196,24453,elderly,20220523
34,広島県,2812433,1592407,33460,elderly,20220523
35,山口県,1356110,851041,12584,elderly,20220523
36,徳島県,734949,440974,9741,elderly,20220523
37,香川県,973896,559183,16588,elderly,20220523
38,愛媛県,1356219,804373,23434,elderly,20220523
39,高知県,701167,403996,9793,elderly,20220523
40,福岡県,5124170,2824374,56719,elderly,20220523
41,佐賀県,818222,461936,10544,elderly,20220523
42,長崎県,1335938,817534,13274,elderly,20220523
43,熊本県,1758645,1088133,21752,elderly,20220523
44,大分県,1141741,659771,18012,elderly,20220523
45,宮崎県,1087241,619237,14134,elderly,20220523
46,鹿児島県,1617517,949730,23610,elderly,20220523
47,沖縄県,1485118,630191,15621,elderly,20220523
1,北海道,11712143,4309611,4238043,elderly,20220523
2,青森県,2962092,1089771,1071346,elderly,20220523
3,岩手県,2877152,1055162,1036875,elderly,20220523
4,宮城県,5195959,1927447,1887956,elderly,20220523
5,秋田県,2351815,852072,837820,elderly,20220523
6,山形県,2563397,931327,918539,elderly,20220523
7,福島県,4360646,1590497,1565277,elderly,20220523
8,茨城県,6711558,2466452,2428218,elderly,20220523
9,栃木県,4414696,1626384,1602646,elderly,20220523
10,群馬県,4408251,1610199,1583152,elderly,20220523
11,埼玉県,16430450,6115171,6019430,elderly,20220523
12,千葉県,14129040,5218713,5146180,elderly,20220523
13,東京都,30361077,11275065,11122174,elderly,20220523
14,神奈川県,20446798,7590909,7493169,elderly,20220523
15,新潟県,5237099,1894473,1858804,elderly,20220523
16,富山県,2443669,895477,886514,elderly,20220523
17,石川県,2532400,935832,922482,elderly,20220523
18,福井県,1764255,647078,639706,elderly,20220523
19,山梨県,1854442,680630,671773,elderly,20220523
20,長野県,4731450,1726791,1698146,elderly,20220523
21,岐阜県,4569300,1667010,1651274,elderly,20220523
22,静岡県,8444269,3131564,3092074,elderly,20220523
23,愛知県,16114870,6002694,5891805,elderly,20220523
24,三重県,3992830,1477482,1460126,elderly,20220523
25,滋賀県,3115836,1156143,1142723,elderly,20220523
26,京都府,5413604,2026655,1992278,elderly,20220523
27,大阪府,18248340,6894036,6800872,elderly,20220523
28,兵庫県,11886338,4427907,4373359,elderly,20220523
29,奈良県,2969080,1092944,1081268,elderly,20220523
30,和歌山県,2056893,749268,739705,elderly,20220523
31,鳥取県,1209210,443095,436928,elderly,20220523
32,島根県,1525692,562716,552113,elderly,20220523
33,岡山県,4075528,1512369,1481247,elderly,20220523
34,広島県,6071280,2240567,2210723,elderly,20220523
35,山口県,3075578,1119694,1095564,elderly,20220523
36,徳島県,1637655,598843,591086,elderly,20220523
37,香川県,2120125,778597,769399,elderly,20220523
38,愛媛県,3032966,1112170,1099582,elderly,20220523
39,高知県,1534492,564812,556718,elderly,20220523
40,福岡県,11046482,4129651,4043351,elderly,20220523
41,佐賀県,1773331,656861,647818,elderly,20220523
42,長崎県,3009385,1097625,1079097,elderly,20220523
43,熊本県,3997807,1457477,1438526,elderly,20220523
44,大分県,2506294,924177,908157,elderly,20220523
45,宮崎県,2356550,869119,855909,elderly,20220523
46,鹿児島県,3579813,1318201,1292575,elderly,20220523
47,沖縄県,2735430,1056719,1034477,elderly,20220523
1,北海道,11760635,4311925,4241049,elderly,20220603
2,青森県,2977884,1090818,1072849,elderly,20220603
3,岩手県,2897176,1056343,1038018,elderly,20220603
4,宮城県,5229763,1929570,1890312,elderly,20220603
5,秋田県,2362629,853303,838984,elderly,20220603
6,山形県,2576170,931709,920011,elderly,20220603
7,福島県,4378078,1591349,1566982,elderly,20220603
8,茨城県,6730554,2467824,2429804,elderly,20220603
9,栃木県,4429911,1627181,1604034,elderly,20220603
10,群馬県,4415917,1610568,1583880,elderly,20220603
11,埼玉県,16481964,6117147,6023028,elderly,20220603
12,千葉県,14173103,5220485,5149206,elderly,20220603
13,東京都,30420641,11278109,11126570,elderly,20220603
14,神奈川県,20496531,7593062,7496579,elderly,20220603
15,新潟県,5253748,1895860,1860383,elderly,20220603
16,富山県,2450912,895711,886984,elderly,20220603
17,石川県,2540662,936090,923443,elderly,20220603
18,福井県,1768809,647229,639971,elderly,20220603
19,山梨県,1860925,681050,672273,elderly,20220603
20,長野県,4749814,1727503,1699466,elderly,20220603
21,岐阜県,4578378,1667307,1651933,elderly,20220603
22,静岡県,8470719,3132173,3094148,elderly,20220603
23,愛知県,16153718,6003867,5894048,elderly,20220603
24,三重県,4011077,1478249,1460960,elderly,20220603
25,滋賀県,3127009,1156386,1143314,elderly,20220603
26,京都府,5431481,2026909,1993260,elderly,20220603
27,大阪府,18309090,6895844,6803182,elderly,20220603
28,兵庫県,11915637,4428692,4375052,elderly,20220603
29,奈良県,2978765,1093226,1081645,elderly,20220603
30,和歌山県,2060324,749357,739907,elderly,20220603
31,鳥取県,1211632,443147,437143,elderly,20220603
32,島根県,1531549,562880,552810,elderly,20220603
33,岡山県,4088565,1512959,1482151,elderly,20220603
34,広島県,6080935,2241012,2211759,elderly,20220603
35,山口県,3079345,1119945,1095980,elderly,20220603
36,徳島県,1643373,599014,591292,elderly,20220603
37,香川県,2127512,778934,769774,elderly,20220603
38,愛媛県,3045397,1112583,1100315,elderly,20220603
39,高知県,1541141,565100,557304,elderly,20220603
40,福岡県,11076617,4131213,4045356,elderly,20220603
41,佐賀県,1777307,656974,648292,elderly,20220603
42,長崎県,3017350,1098189,1079578,elderly,20220603
43,熊本県,4006563,1457918,1439248,elderly,20220603
44,大分県,2515509,924469,908523,elderly,20220603
45,宮崎県,2363192,869388,856376,elderly,20220603
46,鹿児島県,3593100,1318887,1293755,elderly,20220603
47,沖縄県,2743920,1057725,1035505,elderly,20220603
1,北海道,11773177,4312629,4242252,elderly,20220606
2,青森県,2982880,1091025,1073189,elderly,20220606
3,岩手県,2901947,1056786,1038361,elderly,20220606
4,宮城県,5234611,1929778,1890873,elderly,20220606
5,秋田県,2367088,853595,840033,elderly,20220606
6,山形県,2580294,932009,920382,elderly,20220606
7,福島県,4385925,1591939,1567824,elderly,20220606
8,茨城県,6745772,2469334,2431253,elderly,20220606
9,栃木県,4443671,1627989,1605142,elderly,20220606
10,群馬県,4422416,1610914,1584545,elderly,20220606
11,埼玉県,16514361,6118813,6025724,elderly,20220606
12,千葉県,14206021,5222171,5152071,elderly,20220606
13,東京都,30467401,11281218,11130678,elderly,20220606
14,神奈川県,20537110,7595230,7499709,elderly,20220606
15,新潟県,5268057,1896792,1861577,elderly,20220606
16,富山県,2454836,895893,887310,elderly,20220606
17,石川県,2546200,936503,923792,elderly,20220606
18,福井県,1770809,647349,640162,elderly,20220606
19,山梨県,1862297,681136,672403,elderly,20220606
20,長野県,4759371,1728114,1700481,elderly,20220606
21,岐阜県,4586917,1667818,1652575,elderly,20220606
22,静岡県,8488873,3132824,3095926,elderly,20220606
23,愛知県,16183123,6005397,5896310,elderly,20220606
24,三重県,4015416,1478423,1461181,elderly,20220606
25,滋賀県,3130885,1156555,1143675,elderly,20220606
26,京都府,5439441,2027178,1993845,elderly,20220606
27,大阪府,18346132,6896342,6804302,elderly,20220606
28,兵庫県,11935941,4429670,4376034,elderly,20220606
29,奈良県,2981202,1093317,1081759,elderly,20220606
30,和歌山県,2062207,749435,740097,elderly,20220606
31,鳥取県,1213877,443259,437601,elderly,20220606
32,島根県,1535748,563156,553228,elderly,20220606
33,岡山県,4095896,1513300,1482822,elderly,20220606
34,広島県,6090505,2241645,2212785,elderly,20220606
35,山口県,3082894,1120208,1096483,elderly,20220606
36,徳島県,1645606,599061,591345,elderly,20220606
37,香川県,2129094,778930,769756,elderly,20220606
38,愛媛県,3048071,1112663,1100512,elderly,20220606
39,高知県,1542209,565173,557416,elderly,20220606
40,福岡県,11086967,4131695,4046189,elderly,20220606
41,佐賀県,1779906,657135,648535,elderly,20220606
42,長崎県,3022255,1098717,1080528,elderly,20220606
43,熊本県,4009049,1458219,1439816,elderly,20220606
44,大分県,2519755,924662,908689,elderly,20220606
45,宮崎県,2367165,869641,856869,elderly,20220606
46,鹿児島県,3597177,1319105,1294170,elderly,20220606
47,沖縄県,2748147,1057911,1035899,elderly,20220606
1,北海道,11820324,4315082,4245896,elderly,20220613
2,青森県,3001805,1091707,1074704,elderly,20220613
3,岩手県,2916872,1057778,1039410,elderly,20220613
4,宮城県,5260184,1931668,1893737,elderly,20220613
5,秋田県,2377364,854501,841340,elderly,20220613
6,山形県,2590279,932492,921680,elderly,20220613
7,福島県,4405217,1593475,1570111,elderly,20220613
8,茨城県,6772041,2471206,2433887,elderly,20220613
9,栃木県,4468592,1629381,1606937,elderly,20220613
10,群馬県,4436357,1611686,1585950,elderly,20220613
11,埼玉県,16592433,6122499,6031056,elderly,20220613
12,千葉県,14264471,5224984,5156315,elderly,20220613
13,東京都,30554343,11286461,11137597,elderly,20220613
14,神奈川県,20613502,7599284,7505226,elderly,20220613
15,新潟県,5286849,1898887,1863678,elderly,20220613
16,富山県,2461769,896350,887680,elderly,20220613
17,石川県,2557667,937140,924756,elderly,20220613
18,福井県,1776065,647573,640647,elderly,20220613
19,山梨県,1866459,681375,672799,elderly,20220613
20,長野県,4780272,1729157,1703418,elderly,20220613
21,岐阜県,4598770,1668393,1653514,elderly,20220613
22,静岡県,8521844,3134794,3098473,elderly,20220613
23,愛知県,16234943,6007914,5899799,elderly,20220613
24,三重県,4031739,1479363,1462432,elderly,20220613
25,滋賀県,3140439,1156961,1144397,elderly,20220613
26,京都府,5461416,2027859,1995341,elderly,20220613
27,大阪府,18423555,6898608,6807198,elderly,20220613
28,兵庫県,11976249,4430828,4378082,elderly,20220613
29,奈良県,2989516,1093576,1082185,elderly,20220613
30,和歌山県,2066620,749648,740417,elderly,20220613
31,鳥取県,1216856,443487,437988,elderly,20220613
32,島根県,1543277,563755,553925,elderly,20220613
33,岡山県,4112320,1514119,1483917,elderly,20220613
34,広島県,6106066,2242481,2214147,elderly,20220613
35,山口県,3089641,1120706,1097055,elderly,20220613
36,徳島県,1651124,599250,591642,elderly,20220613
37,香川県,2136704,779347,770393,elderly,20220613
38,愛媛県,3059039,1112958,1101589,elderly,20220613
39,高知県,1547107,565374,557740,elderly,20220613
40,福岡県,11121971,4133348,4048823,elderly,20220613
41,佐賀県,1785423,657466,649059,elderly,20220613
42,長崎県,3032675,1099573,1082171,elderly,20220613
43,熊本県,4019871,1458877,1441323,elderly,20220613
44,大分県,2529131,925149,909263,elderly,20220613
45,宮崎県,2375294,869998,857498,elderly,20220613
46,鹿児島県,3611170,1319778,1295293,elderly,20220613
47,沖縄県,2756723,1058146,1036199,elderly,20220613
