日付,都道府県名,陽性者,入院中,退院者,死亡者,検査人数,重症者,確認中
20200405,新潟,32,21,11,0,1248,,
20200405,大分,31,25,6,0,1739,,
20200405,群馬,25,23,1,1,866,,
20200405,高知,24,12,12,0,482,,
20200405,奈良,24,16,8,0,364,,
20200405,和歌山,21,5,15,1,1579,,
20200405,宮城,20,19,1,0,348,,
20200405,滋賀,17,14,3,0,293,,
20200405,熊本,16,13,3,0,1125,,
20200405,福島,14,13,1,0,264,,
20200405,栃木,14,11,3,0,657,,
20200405,広島,13,12,1,0,1040,,
20200405,愛媛,12,8,3,1,350,,
20200405,三重,12,8,4,0,598,,
20200405,山梨,11,9,2,0,625,,
20200405,長野,11,7,4,0,669,,
20200405,青森,11,11,0,0,188,,
20200405,静岡,10,7,3,0,1006,,
20200405,富山,10,10,0,0,198,,
20200405,秋田,10,8,2,0,349,,
20200405,岡山,10,10,0,0,390,,
20200405,沖縄,9,7,2,0,430,,
20200405,長崎,8,6,2,0,505,,
20200405,山口,7,4,3,0,396,,
20200405,山形,6,6,0,0,369,,
20200405,佐賀,6,6,0,0,184,,
20200405,宮崎,4,2,2,0,346,,
20200405,徳島,3,2,1,0,164,,
20200405,鹿児島,3,3,0,0,346,,
20200405,香川,2,2,0,0,344,,
20200406,東京,1040,978,50,12,3806,,
20200406,大阪,409,324,82,3,1311,,
20200406,千葉,238,205,32,1,876,,
20200406,愛知,227,159,48,20,2917,,
20200406,神奈川,226,188,32,6,1100,,
20200406,兵庫,195,132,52,11,2805,,
20200406,北海道,194,56,130,8,2296,,
20200406,埼玉,174,147,23,4,1550,,
20200406,京都,111,93,18,0,1405,,
20200406,福岡,109,103,6,0,1595,,
20200406,茨城,64,61,1,2,1383,,
20200406,福井,51,49,0,2,310,,
20200406,岐阜,50,47,2,1,842,,
20200406,石川,43,38,5,0,264,,
20200406,新潟,32,21,11,0,1248,,
20200406,高知,31,19,12,0,498,,
20200406,大分,31,25,6,0,1739,,
20200406,群馬,26,24,1,1,866,,
20200406,和歌山,25,9,15,1,1580,,
20200406,奈良,25,17,8,0,368,,
20200406,宮城,23,22,1,0,348,,
20200406,熊本,20,17,3,0,1144,,
20200406,滋賀,18,15,3,0,293,,
20200406,広島,16,15,1,0,1053,,
20200406,福島,16,15,1,0,264,,
20200406,栃木,14,11,3,0,657,,
20200406,山梨,13,11,2,0,625,,
20200406,三重,13,9,4,0,598,,
20200406,長野,12,8,4,0,670,,
20200406,愛媛,12,8,3,1,350,,
20200406,秋田,11,9,2,0,349,,
20200406,岡山,11,11,0,0,390,,
20200406,青森,11,11,0,0,199,,
20200406,山形,10,10,0,0,369,,
20200406,静岡,10,7,3,0,1006,,
20200406,富山,10,10,0,0,198,,
20200406,長崎,9,7,2,0,505,,
20200406,沖縄,9,7,2,0,430,,
20200406,佐賀,8,7,1,0,189,,
20200406,山口,8,5,3,0,409,,
20200406,宮崎,6,4,2,0,356,,
20200406,徳島,3,2,1,0,164,,
20200406,鹿児島,3,3,0,0,346,,
20200406,香川,2,2,0,0,344,,
20200407,東京,1123,1049,58,16,4422,,
20200407,大阪,429,343,83,3,1751,,
20200407,神奈川,261,223,32,6,1799,,
20200407,千葉,253,220,32,1,1297,,
20200407,愛知,237,164,52,21,3236,,
20200407,兵庫,201,136,53,12,3054,,
20200407,埼玉,195,168,23,4,1647,,
20200407,北海道,194,44,141,9,2445,,
20200407,京都,119,101,18,0,1472,,
20200407,福岡,113,107,6,0,2415,,
20200407,茨城,71,68,1,2,1806,,
20200407,福井,57,54,1,2,335,,
20200407,岐阜,51,48,2,1,966,,
20200407,石川,45,40,5,0,384,,
20200407,高知,34,22,12,0,565,,
20200407,大分,32,24,8,0,1843,,
20200407,新潟,32,21,11,0,1345,,
20200407,和歌山,27,11,15,1,1642,,
20200407,宮城,26,25,1,0,514,,
20200407,奈良,26,18,8,0,374,,
20200407,群馬,26,24,1,1,1361,,
20200407,熊本,20,17,3,0,1420,,
20200407,滋賀,18,15,3,0,334,,
20200407,広島,16,15,1,0,1348,,
20200407,福島,16,15,1,0,328,,
20200407,沖縄,15,13,2,0,480,,
20200407,長野,14,10,4,0,736,,
20200407,愛媛,14,9,4,1,407,,
20200407,山梨,14,12,2,0,749,,
20200407,栃木,14,11,3,0,759,,
20200407,山形,13,13,0,0,434,,
20200407,三重,13,9,4,0,759,,
20200407,山口,12,9,3,0,449,,
20200407,富山,11,11,0,0,381,,
20200407,秋田,11,9,2,0,419,,
20200407,青森,11,11,0,0,233,,
20200407,岡山,11,11,0,0,479,,
20200407,静岡,10,7,3,0,1203,,
20200407,長崎,9,7,2,0,665,,
20200407,佐賀,8,7,1,0,223,,
20200407,宮崎,7,4,3,0,425,,
20200407,徳島,3,2,1,0,174,,
20200407,鹿児島,3,3,0,0,414,,
20200407,香川,2,2,0,0,371,,
20200408,東京,1203,1129,58,16,4757,,
20200408,大阪,482,396,83,3,1792,,
20200408,千葉,284,251,32,1,3069,,
20200408,神奈川,279,237,35,7,1996,,
20200408,愛知,258,185,52,21,3295,,
20200408,兵庫,216,151,53,12,3151,,
20200408,埼玉,209,182,23,4,1776,,
20200408,北海道,198,46,143,9,2476,,
20200408,京都,139,121,18,0,1683,,
20200408,福岡,136,129,7,0,2718,,
20200408,茨城,77,74,1,2,1927,,
20200408,福井,57,54,1,2,378,,
20200408,石川,51,46,5,0,430,,
20200408,岐阜,51,47,3,1,988,,
20200408,高知,36,24,12,0,591,,
20200408,新潟,34,19,15,0,1413,,
20200408,大分,32,24,8,0,1862,,
20200408,群馬,29,27,1,1,1380,,
20200408,奈良,28,20,8,0,452,,
20200408,和歌山,28,12,15,1,1702,,
20200408,沖縄,27,25,2,0,521,,
20200408,宮城,27,26,1,0,609,,
20200408,福島,24,23,1,0,346,,
20200408,愛媛,23,18,4,1,418,,
20200408,熊本,21,18,3,0,1461,,
20200408,山形,19,19,0,0,527,,
20200408,山梨,19,17,2,0,828,,
20200408,広島,19,18,1,0,1380,,
20200408,滋賀,18,15,3,0,379,,
20200408,栃木,15,12,3,0,784,,
20200408,長野,14,11,3,0,762,,
20200408,山口,13,10,3,0,455,,
20200408,三重,13,9,4,0,781,,
20200408,富山,12,12,0,0,435,,
20200408,岡山,12,12,0,0,496,,
20200408,秋田,11,9,2,0,443,,
20200408,青森,11,11,0,0,249,,
20200408,静岡,10,7,3,0,1221,,
20200408,佐賀,9,8,1,0,245,,
20200408,長崎,9,7,2,0,709,,
20200408,宮崎,7,4,3,0,453,,
20200408,徳島,3,2,1,0,193,,
20200408,鹿児島,3,3,0,0,449,,
20200408,香川,2,2,0,0,398,,
20200409,東京,1347,1272,57,18,4992,,
20200409,大阪,525,403,116,6,1792,,
20200409,神奈川,327,284,37,6,2203,,
20200409,千葉,317,284,32,1,1500,,
20200409,愛知,278,205,52,21,3467,,
20200409,埼玉,242,215,23,4,1839,,
20200409,兵庫,216,151,53,12,3327,,
20200409,北海道,208,53,146,9,2488,,
20200409,福岡,161,154,7,0,3106,,
20200409,京都,149,126,23,0,1787,,
20200409,茨城,77,71,4,2,1927,,
20200409,岐阜,69,65,3,1,1046,,
20200409,福井,67,64,1,2,407,,
20200409,石川,66,61,5,0,472,,
20200409,大分,41,33,8,0,1907,,
20200409,新潟,37,19,18,0,1462,,
20200409,高知,37,25,12,0,646,,
20200409,宮城,34,33,1,0,558,,
20200409,沖縄,32,29,3,0,588,,
20200409,奈良,30,22,8,0,482,,
20200409,福島,29,28,1,0,412,,
20200409,和歌山,29,13,15,1,1756,,
20200409,群馬,29,26,2,1,1423,,
20200409,愛媛,25,20,4,1,450,,
20200409,滋賀,24,21,3,0,409,,
20200409,広島,23,22,1,0,1486,,
20200409,熊本,23,20,3,0,1552,,
20200409,山梨,22,20,2,0,887,,
20200409,山形,22,22,0,0,663,,
20200409,栃木,21,16,5,0,831,,
20200409,長野,19,16,3,0,783,,
20200409,山口,17,14,3,0,513,,
20200409,静岡,15,12,3,0,1295,,
20200409,岡山,15,15,0,0,534,,
20200409,富山,14,14,0,0,499,,
20200409,三重,13,8,5,0,824,,
20200409,宮崎,12,9,3,0,498,,
20200409,長崎,12,10,2,0,813,,
20200409,青森,12,12,0,0,260,,
20200409,佐賀,11,10,1,0,271,,
20200409,秋田,11,9,2,0,463,,
20200409,香川,3,3,0,0,415,,
20200409,徳島,3,2,1,0,206,,
20200409,鹿児島,3,3,0,0,483,,
20200410,東京,1528,1453,57,18,4992,,
20200410,大阪,589,465,118,6,1792,,
20200410,神奈川,375,332,37,6,2203,,
20200410,千葉,342,306,35,1,1500,,
20200410,愛知,299,225,53,21,3467,,
20200410,兵庫,273,203,58,12,3496,,
20200410,埼玉,271,241,25,5,1934,,
20200410,北海道,226,71,145,10,2488,,
20200410,福岡,187,180,7,0,3873,,
20200410,京都,159,129,29,1,1867,,
20200410,茨城,81,75,4,2,2140,,
20200410,岐阜,76,70,5,1,1110,,
20200410,石川,72,67,5,0,494,,
20200410,福井,72,67,3,2,455,,
20200410,高知,47,35,12,0,709,,
20200410,沖縄,42,39,3,0,619,,
20200410,大分,41,31,10,0,2035,,
20200410,新潟,39,22,17,0,1443,,
20200410,宮城,36,35,1,0,558,,
20200410,奈良,34,26,8,0,509,,
20200410,福島,33,31,2,0,482,,
20200410,群馬,33,28,4,1,1466,,
20200410,和歌山,32,16,15,1,1756,,
20200410,栃木,31,26,5,0,871,,
20200410,山形,27,27,0,0,663,,
20200410,滋賀,26,23,3,0,453,,
20200410,愛媛,26,21,4,1,485,,
20200410,広島,25,22,3,0,1638,,
20200410,山梨,24,22,2,0,946,,
20200410,熊本,23,19,4,0,1639,,
20200410,長野,21,18,3,0,841,,
20200410,山口,17,14,3,0,528,,
20200410,宮崎,16,13,3,0,545,,
20200410,富山,16,16,0,0,602,,
20200410,静岡,16,13,3,0,1389,,
20200410,岡山,16,16,0,0,564,,
20200410,三重,15,10,5,0,861,,
20200410,青森,14,14,0,0,278,,
20200410,長崎,14,12,2,0,880,,
20200410,秋田,11,9,2,0,484,,
20200410,佐賀,11,10,1,0,334,,
20200410,徳島,3,2,1,0,217,,
20200410,香川,3,3,0,0,441,,
20200410,鹿児島,3,3,0,0,483,,
20200410,島根,1,1,0,0,191,,
20200411,東京,1717,1641,57,19,5660,,
20200411,大阪,697,570,121,6,2133,,
20200411,神奈川,425,375,44,6,2600,,
20200411,千葉,375,336,37,2,1691,,
20200411,埼玉,325,295,25,5,1973,,
20200411,兵庫,316,245,59,12,3691,,
20200411,愛知,313,228,63,22,3990,,
20200411,北海道,239,80,148,11,2690,,
20200411,福岡,224,217,7,0,4109,,
20200411,京都,168,138,29,1,1968,,
20200411,石川,92,87,5,0,562,,
20200411,岐阜,82,76,5,1,1182,,
20200411,茨城,82,72,7,3,2221,,
20200411,福井,76,68,6,2,511,,
20200411,高知,52,40,12,0,781,,
20200411,沖縄,49,46,3,0,680,,
20200411,大分,42,32,10,0,2070,,
20200411,新潟,41,17,24,0,1587,,
20200411,奈良,37,29,8,0,523,,
20200411,宮城,37,36,1,0,660,,
20200411,福島,36,33,3,0,541,,
20200411,群馬,35,29,5,1,1490,,
20200411,静岡,34,31,3,0,1426,,
20200411,滋賀,34,31,3,0,487,,
20200411,和歌山,33,17,15,1,1877,,
20200411,栃木,31,26,5,0,1003,,
20200411,長野,28,25,3,0,892,,
20200411,愛媛,28,23,4,1,545,,
20200411,山梨,27,25,2,0,1013,,
20200411,山形,27,27,0,0,782,,
20200411,広島,25,22,3,0,1714,,
20200411,富山,23,23,0,0,639,,
20200411,熊本,23,18,4,1,1693,,
20200411,山口,17,14,3,0,557,,
20200411,宮崎,16,13,3,0,585,,
20200411,岡山,16,15,1,0,595,,
20200411,三重,15,10,5,0,906,,
20200411,青森,14,11,3,0,313,,
20200411,長崎,14,12,2,0,933,,
20200411,秋田,12,7,5,0,491,,
20200411,佐賀,12,11,1,0,356,,
20200411,香川,4,4,0,0,480,,
20200411,徳島,3,2,1,0,228,,
20200411,鹿児島,3,3,0,0,523,,
20200411,島根,2,2,0,0,205,,
20200411,鳥取,1,1,0,0,299,,
20200412,埼玉,345,315,25,5,2216,,
20200412,千葉,411,369,38,4,1743,,
20200412,東京,1914,1838,57,19,5660,,
20200412,神奈川,465,415,44,6,2604,,
20200412,大阪,767,640,121,6,2362,,
20200412,兵庫,358,286,59,13,3830,,
20200412,福岡,332,325,7,0,4137,,
20200412,北海道,255,86,158,11,2836,,
20200412,青森,22,19,3,0,313,,
20200412,岩手,0,0,0,0,136,,
20200412,宮城,46,45,1,0,660,,
20200412,秋田,13,8,5,0,491,,
20200412,山形,32,32,0,0,782,,
20200412,福島,37,34,3,0,541,,
20200412,茨城,91,80,8,3,2221,,
20200412,栃木,32,27,5,0,1003,,
20200412,群馬,79,72,5,2,1495,,
20200412,新潟,41,17,24,0,1587,,
20200412,富山,23,23,0,0,646,,
20200412,石川,104,99,5,0,562,,
20200412,福井,86,78,6,2,515,,
20200412,山梨,32,30,2,0,1013,,
20200412,長野,28,25,3,0,899,,
20200412,岐阜,91,85,5,1,1185,,
20200412,静岡,39,36,3,0,1426,,
20200412,愛知,340,255,63,22,3990,,
20200412,三重,17,12,5,0,906,,
20200412,滋賀,38,35,3,0,487,,
20200412,京都,181,147,33,1,1968,,
20200412,奈良,39,31,8,0,539,,
20200412,和歌山,33,15,17,1,1989,,
20200412,鳥取,1,1,0,0,299,,
20200412,島根,6,6,0,0,205,,
20200412,岡山,16,15,1,0,595,,
20200412,広島,31,28,3,0,1754,,
20200412,山口,19,16,3,0,557,,
20200412,徳島,3,0,3,0,228,,
20200412,香川,4,3,1,0,480,,
20200412,愛媛,30,25,4,1,545,,
20200412,高知,54,41,13,0,814,,
20200412,佐賀,12,11,1,0,367,,
20200412,長崎,14,12,2,0,933,,
20200412,熊本,23,18,4,1,1728,,
20200412,大分,42,32,10,0,2070,,
20200412,宮崎,17,14,3,0,612,,
20200412,鹿児島,4,4,0,0,523,,
20200412,沖縄,49,46,3,0,680,,
20200413,東京,2080,2004,57,19,5660,,
20200413,大阪,812,679,127,6,2362,,
20200413,神奈川,478,427,44,7,2604,,
20200413,千葉,455,412,39,4,1743,,
20200413,埼玉,386,355,26,5,2216,,
20200413,兵庫,375,303,59,13,3830,,
20200413,福岡,362,355,7,0,4137,,
20200413,愛知,319,234,63,22,3990,,
20200413,北海道,267,98,158,11,2836,,
20200413,京都,193,157,33,3,1968,,
20200413,石川,113,108,5,0,562,,
20200413,茨城,109,97,9,3,2221,,
20200413,岐阜,105,99,5,1,1185,,
20200413,群馬,90,83,5,2,1495,,
20200413,福井,88,80,6,2,515,,
20200413,沖縄,66,63,3,0,680,,
20200413,高知,60,46,14,0,814,,
20200413,広島,56,53,3,0,1754,,
20200413,宮城,52,50,2,0,660,,
20200413,大分,42,32,10,0,2070,,
20200413,新潟,42,18,24,0,1587,,
20200413,静岡,41,38,3,0,1426,,
20200413,奈良,41,33,8,0,539,,
20200413,滋賀,38,35,3,0,487,,
20200413,福島,38,35,3,0,541,,
20200413,栃木,35,30,5,0,1003,,
20200413,山梨,35,33,2,0,1013,,
20200413,和歌山,34,16,17,1,1989,,
20200413,山形,34,34,0,0,782,,
20200413,愛媛,30,24,4,2,545,,
20200413,富山,30,30,0,0,646,,
20200413,長野,29,26,3,0,899,,
20200413,熊本,28,23,4,1,1728,,
20200413,山口,23,20,3,0,557,,
20200413,青森,22,19,3,0,313,,
20200413,三重,17,8,9,0,906,,
20200413,宮崎,17,14,3,0,612,,
20200413,岡山,16,15,1,0,595,,
20200413,秋田,15,10,5,0,491,,
20200413,長崎,14,12,2,0,933,,
20200413,佐賀,13,12,1,0,367,,
20200413,香川,8,7,1,0,480,,
20200413,島根,7,7,0,0,205,,
20200413,鹿児島,4,4,0,0,523,,
20200413,徳島,3,0,3,0,228,,
20200413,鳥取,1,1,0,0,299,,
20200413,岩手,0,0,0,0,136,,
20200414,東京,2171,2095,57,19,6327,,
20200414,大阪,836,683,147,6,3073,,
20200414,神奈川,572,505,55,12,3116,,
20200414,千葉,474,431,39,4,2329,,
20200414,埼玉,414,383,26,5,2415,,
20200414,兵庫,384,311,59,14,4250,,
20200414,福岡,373,366,7,0,5051,,
20200414,愛知,328,242,63,23,4201,,
20200414,北海道,272,100,161,11,3257,,
20200414,京都,205,169,33,3,2225,,
20200414,石川,121,116,5,0,718,,
20200414,岐阜,112,106,5,1,1442,,
20200414,茨城,110,97,10,3,2501,,
20200414,福井,92,83,7,2,710,,
20200414,群馬,91,84,5,2,1717,,
20200414,沖縄,72,69,3,0,816,,
20200414,高知,60,44,16,0,913,,
20200414,広島,57,54,3,0,2091,,
20200414,宮城,54,49,5,0,816,,
20200414,富山,49,48,1,0,910,,
20200414,静岡,46,43,3,0,1606,,
20200414,奈良,44,36,8,0,618,,
20200414,大分,43,33,10,0,2161,,
20200414,新潟,42,17,25,0,1670,,
20200414,滋賀,40,35,5,0,552,,
20200414,福島,38,35,3,0,701,,
20200414,愛媛,37,31,4,2,631,,
20200414,栃木,36,29,7,0,1082,,
20200414,山形,35,35,0,0,932,,
20200414,山梨,35,33,2,0,1157,,
20200414,長野,34,30,4,0,1068,,
20200414,和歌山,34,16,17,1,2092,,
20200414,熊本,28,22,5,1,1877,,
20200414,山口,24,19,5,0,657,,
20200414,青森,22,18,4,0,391,,
20200414,三重,17,6,11,0,995,,
20200414,宮崎,17,14,3,0,703,,
20200414,岡山,16,15,1,0,669,,
20200414,香川,16,15,1,0,546,,
20200414,秋田,15,10,5,0,555,,
20200414,長崎,14,12,2,0,1106,,
20200414,佐賀,13,12,1,0,405,,
20200414,島根,8,8,0,0,366,,
20200414,鹿児島,4,4,0,0,614,,
20200414,徳島,3,0,3,0,236,,
20200414,鳥取,1,1,0,0,378,,
20200414,岩手,0,0,0,0,155,,
20200415,東京,2332,2254,59,19,6563,,
20200415,大阪,895,736,152,7,3140,,
20200415,神奈川,594,525,55,14,3306,,
20200415,千葉,490,440,45,5,2447,,
20200415,埼玉,433,399,27,7,3056,,
20200415,兵庫,403,327,61,15,4403,,
20200415,福岡,403,371,32,0,5195,,
20200415,愛知,338,251,63,24,4250,,
20200415,北海道,279,106,161,12,3297,,
20200415,京都,210,173,34,3,2275,,
20200415,石川,131,125,5,1,778,,
20200415,岐阜,127,120,6,1,1519,,
20200415,茨城,116,103,10,3,2719,,
20200415,群馬,97,90,5,2,1787,,
20200415,福井,92,82,8,2,765,,
20200415,沖縄,76,73,3,0,856,,
20200415,広島,66,63,3,0,2276,,
20200415,宮城,64,59,5,0,852,,
20200415,高知,60,44,16,0,935,,
20200415,富山,54,53,1,0,956,,
20200415,滋賀,51,46,5,0,599,,
20200415,奈良,47,39,8,0,641,,
20200415,静岡,46,43,3,0,1647,,
20200415,新潟,45,20,25,0,1787,,
20200415,大分,43,30,13,0,2172,,
20200415,山形,39,39,0,0,1055,,
20200415,福島,39,36,3,0,706,,
20200415,愛媛,39,33,4,2,653,,
20200415,栃木,38,31,7,0,1121,,
20200415,山梨,36,34,2,0,1205,,
20200415,長野,35,31,4,0,1106,,
20200415,和歌山,35,17,17,1,2119,,
20200415,熊本,29,23,5,1,1944,,
20200415,山口,25,20,5,0,738,,
20200415,青森,22,17,5,0,410,,
20200415,香川,20,19,1,0,637,,
20200415,三重,19,8,11,0,1002,,
20200415,宮崎,17,14,3,0,733,,
20200415,秋田,16,11,5,0,603,,
20200415,岡山,16,15,1,0,688,,
20200415,佐賀,15,14,1,0,422,,
20200415,長崎,14,12,2,0,1142,,
20200415,島根,10,10,0,0,442,,
20200415,鹿児島,4,4,0,0,628,,
20200415,徳島,3,0,3,0,248,,
20200415,鳥取,1,1,0,0,432,,
20200415,岩手,0,0,0,0,170,,
20200416,東京,2457,2379,59,19,6654,,
20200416,大阪,969,806,155,8,3504,,
20200416,神奈川,614,544,55,15,3476,,
20200416,千葉,525,475,45,5,2688,,
20200416,埼玉,479,444,28,7,3635,,
20200416,福岡,433,382,45,6,5667,,
20200416,兵庫,423,347,61,15,4640,,
20200416,愛知,350,260,66,24,4784,,
20200416,北海道,302,128,161,13,3473,,
20200416,京都,215,175,37,3,2362,,
20200416,石川,140,131,5,4,826,,
20200416,岐阜,128,115,12,1,1626,,
20200416,茨城,119,104,10,5,2883,,
20200416,群馬,107,98,5,4,1866,,
20200416,福井,100,90,8,2,865,,
20200416,沖縄,86,83,3,0,931,,
20200416,広島,67,64,3,0,2334,,
20200416,宮城,65,59,6,0,992,,
20200416,高知,62,46,16,0,1007,,
20200416,富山,54,53,1,0,1021,,
20200416,奈良,53,43,9,1,676,,
20200416,滋賀,52,47,5,0,636,,
20200416,大分,50,37,13,0,2239,,
20200416,静岡,47,44,3,0,1790,,
20200416,新潟,46,21,25,0,1874,,
20200416,山形,45,45,0,0,1118,,
20200416,福島,40,37,3,0,786,,
20200416,愛媛,40,34,4,2,680,,
20200416,栃木,39,32,7,0,1167,,
20200416,山梨,39,37,2,0,1295,,
20200416,和歌山,37,17,19,1,2197,,
20200416,長野,36,32,4,0,1159,,
20200416,熊本,31,25,5,1,2056,,
20200416,山口,28,23,5,0,773,,
20200416,青森,22,17,5,0,433,,
20200416,三重,20,9,11,0,1039,,
20200416,香川,20,19,1,0,721,,
20200416,佐賀,17,16,1,0,451,,
20200416,宮崎,17,13,4,0,790,,
20200416,秋田,16,11,5,0,666,,
20200416,岡山,16,15,1,0,722,,
20200416,長崎,15,13,2,0,1221,,
20200416,島根,13,13,0,0,517,,
20200416,鹿児島,4,4,0,0,699,,
20200416,徳島,3,0,3,0,259,,
20200416,鳥取,1,1,0,0,446,,
20200416,岩手,0,0,0,0,181,,
20200417,東京,2606,2528,59,19,6814,,
20200417,大阪,1021,838,175,8,3903,,
20200417,神奈川,673,602,55,16,3682,,
20200417,千葉,539,482,51,6,3006,,
20200417,埼玉,535,494,32,9,3836,,
20200417,福岡,459,401,52,6,6110,,
20200417,兵庫,453,373,63,17,4851,,
20200417,愛知,364,274,66,24,5008,,
20200417,北海道,336,159,163,14,3625,,
20200417,京都,225,183,39,3,2464,,
20200417,石川,146,137,5,4,903,,
20200417,岐阜,132,115,16,1,1727,,
20200417,茨城,123,108,10,5,2883,,
20200417,広島,118,115,3,0,2733,,
20200417,群馬,109,100,5,4,1924,,
20200417,福井,103,93,8,2,918,,
20200417,沖縄,86,79,6,1,1025,,
20200417,宮城,75,67,8,0,1109,,
20200417,富山,65,63,2,0,1177,,
20200417,高知,62,43,18,1,1039,,
20200417,滋賀,57,48,8,1,715,,
20200417,奈良,54,44,9,1,733,,
20200417,山形,50,50,0,0,1276,,
20200417,大分,50,32,17,1,2325,,
20200417,福島,49,46,3,0,924,,
20200417,静岡,48,43,5,0,1867,,
20200417,新潟,47,18,29,0,1910,,
20200417,長野,45,41,4,0,1219,,
20200417,山梨,43,34,9,0,1367,,
20200417,栃木,42,34,8,0,1233,,
20200417,愛媛,41,35,4,2,708,,
20200417,和歌山,38,18,19,1,2239,,
20200417,熊本,31,25,5,1,2131,,
20200417,山口,29,24,5,0,885,,
20200417,三重,26,14,11,1,1092,,
20200417,青森,22,17,5,0,447,,
20200417,香川,21,20,1,0,833,,
20200417,岡山,18,17,1,0,748,,
20200417,宮崎,17,13,4,0,802,,
20200417,秋田,16,11,5,0,688,,
20200417,長崎,16,14,2,0,1258,,
20200417,佐賀,15,14,1,0,489,,
20200417,島根,14,14,0,0,558,,
20200417,鹿児島,4,3,1,0,657,,
20200417,徳島,3,0,3,0,277,,
20200417,鳥取,1,1,0,0,477,,
20200417,岩手,0,0,0,0,205,,
20200418,埼玉,575,534,32,9,3836,,
20200418,千葉,609,549,54,6,3286,,
20200418,東京,2807,2729,59,19,7244,,
20200418,神奈川,710,639,54,17,3888,,
20200418,大阪,1076,885,182,9,4373,,
20200418,兵庫,480,400,63,17,5060,,
20200418,福岡,476,401,66,9,6414,,
20200418,北海道,370,185,171,14,3735,,
20200418,茨城,131,115,11,5,3159,,
20200418,石川,160,151,5,4,977,,
20200418,岐阜,136,118,16,2,1892,,
20200418,愛知,374,284,66,24,5008,,
20200418,京都,235,179,53,3,2565,,
20200418,青森,22,17,5,0,468,,
20200418,岩手,0,0,0,0,212,,
20200418,宮城,79,71,8,0,1203,,
20200418,秋田,16,11,5,0,706,,
20200418,山形,58,58,0,0,1415,,
20200418,福島,52,49,3,0,924,,
20200418,栃木,44,36,8,0,1328,,
20200418,群馬,114,105,5,4,1959,,
20200418,新潟,53,24,29,0,2024,,
20200418,富山,69,67,2,0,1274,,
20200418,福井,104,94,8,2,955,,
20200418,山梨,46,37,9,0,1435,,
20200418,長野,47,43,4,0,1271,,
20200418,静岡,51,46,5,0,2011,,
20200418,三重,32,20,11,1,1144,,
20200418,滋賀,68,57,10,1,760,,
20200418,奈良,56,43,12,1,777,,
20200418,和歌山,39,19,19,1,2263,,
20200418,鳥取,1,1,0,0,543,,
20200418,島根,15,15,0,0,606,,
20200418,岡山,18,17,1,0,775,,
20200418,広島,124,116,8,0,2733,,
20200418,山口,30,25,5,0,977,,
20200418,徳島,3,0,3,0,298,,
20200418,香川,24,23,1,0,967,,
20200418,愛媛,41,35,4,2,708,,
20200418,高知,63,44,18,1,1039,,
20200418,佐賀,16,15,1,0,513,,
20200418,長崎,17,15,2,0,1325,,
20200418,熊本,35,28,6,1,2204,,
20200418,大分,54,36,17,1,2399,,
20200418,宮崎,17,13,4,0,841,,
20200418,鹿児島,6,5,1,0,732,,
20200418,沖縄,101,94,6,1,1030,,
20200419,埼玉,610,569,32,9,3836,,
20200419,千葉,643,569,67,7,3308,,
20200419,東京,2988,2910,59,19,7244,,
20200419,神奈川,754,670,68,16,3911,,
20200419,大阪,1164,934,220,10,4383,,
20200419,兵庫,502,420,65,17,5070,,
20200419,福岡,500,424,66,10,6442,,
20200419,北海道,407,220,171,16,3768,,
20200419,茨城,135,116,14,5,3159,,
20200419,石川,173,164,5,4,977,,
20200419,岐阜,137,119,16,2,1892,,
20200419,愛知,391,301,66,24,5008,,
20200419,京都,242,186,53,3,2565,,
20200419,青森,22,16,6,0,483,,
20200419,岩手,0,0,0,0,212,,
20200419,宮城,83,75,8,0,1203,,
20200419,秋田,16,11,5,0,706,,
20200419,山形,60,50,10,0,1415,,
20200419,福島,60,57,3,0,924,,
20200419,栃木,44,36,8,0,1330,,
20200419,群馬,120,111,5,4,1970,,
20200419,新潟,56,27,29,0,2024,,
20200419,富山,79,77,2,0,1274,,
20200419,福井,106,94,8,4,955,,
20200419,山梨,48,39,9,0,1435,,
20200419,長野,47,43,4,0,1273,,
20200419,静岡,50,42,8,0,2011,,
20200419,三重,35,23,11,1,1144,,
20200419,滋賀,70,59,10,1,760,,
20200419,奈良,60,47,12,1,777,,
20200419,和歌山,40,20,19,1,2274,,
20200419,鳥取,3,3,0,0,543,,
20200419,島根,15,15,0,0,649,,
20200419,岡山,18,15,3,0,775,,
20200419,広島,129,118,11,0,2764,,
20200419,山口,30,25,5,0,1027,,
20200419,徳島,3,0,3,0,298,,
20200419,香川,24,23,1,0,967,,
20200419,愛媛,44,36,5,3,708,,
20200419,高知,64,45,18,1,1084,,
20200419,佐賀,16,15,1,0,583,,
20200419,長崎,17,15,2,0,1325,,
20200419,熊本,35,28,6,1,2208,,
20200419,大分,54,36,17,1,2426,,
20200419,宮崎,17,13,4,0,841,,
20200419,鹿児島,7,6,1,0,734,,
20200419,沖縄,101,94,6,1,1030,,
20200420,東京,3095,3017,59,19,7726,,
20200420,大阪,1212,967,233,12,4535,,
20200420,神奈川,784,694,73,17,3912,,
20200420,千葉,661,582,71,8,3411,,
20200420,埼玉,642,601,32,9,4618,,
20200420,福岡,516,440,66,10,6447,,
20200420,兵庫,513,431,65,17,5280,,
20200420,北海道,434,245,171,18,3987,,
20200420,愛知,401,310,66,25,5175,,
